Season,Age,Team,Lg,Pos,G,MP, ,FG_player Shooting %,2P_player Shooting %,3P_player Shooting %,eFG_player Shooting %,FT_player Shooting %,TS_player Shooting %,FTr_player Shooting %,3PAr_player Shooting %, ,FG_League Shooting %,2P_League Shooting %,3P_League Shooting %,eFG_League Shooting %,FT_League Shooting %,TS_League Shooting %,FTr_League Shooting %,3PAr_League Shooting %, ,FG+_League-Adjusted,2P+_League-Adjusted,3P+_League-Adjusted,eFG+_League-Adjusted,FT+_League-Adjusted,TS+_League-Adjusted,FTr+_League-Adjusted,3PAr+_League-Adjusted, ,FG Add,TS Add,Player_link
2019-20,34,SAS,NBA,C,53,1754,,.493,.519,.389,.532,.827,.571,.241,.198,,.460,.524,.358,.529,.773,.565,.260,.384,,107,99,109,101,107,101,93,52,,4.3,10.4,https://www.basketball-reference.com/players/a/aldrila01.html
2015-16,20,POR,NBA,PF,8,36,,.500,.500,,.500,,.500,.000,.000,,.452,.491,.354,.502,.757,.541,.276,.285,,111,102,,100,,92,,,,-0.0,-0.8,https://www.basketball-reference.com/players/a/alexacl01.html
2008-09,22,MIL,NBA,SF,59,716,,.416,.432,.348,.449,.699,.494,.339,.188,,.459,.485,.367,.500,.771,.544,.306,.224,,91,89,95,90,91,91,111,84,,-24.9,-28.5,https://www.basketball-reference.com/players/a/alexajo01.html
2009-10,23,CHI,NBA,SF,8,29,,.167,.200,.000,.167,.667,.273,.500,.167,,.461,.492,.355,.501,.759,.543,.300,.222,,36,41,,33,88,50,166,75,,-4.0,-3.9,https://www.basketball-reference.com/players/a/alexajo01.html
2019-20,23,MIA,NBA,C,2,13,,.500,.500,,.500,,.500,.000,.000,,.460,.524,.358,.529,.773,.565,.260,.384,,109,95,,95,,89,,,,-0.1,-0.3,https://www.basketball-reference.com/players/a/alexaky01.html
2019-20,21,NOP,NBA,SG,47,591,,.368,.391,.346,.455,.676,.473,.139,.500,,.460,.524,.358,.529,.773,.565,.260,.384,,80,75,97,86,87,84,53,130,,-39.3,-51.8,https://www.basketball-reference.com/players/a/alexani01.html
2018-19,21,CHI,NBA,SG,10,120,,.333,.370,.250,.372,.667,.418,.308,.308,,.461,.519,.355,.524,.766,.560,.259,.359,,72,71,70,71,87,75,119,86,,-11.9,-12.6,https://www.basketball-reference.com/players/a/alkinra01.html
2018-19,23,UTA,NBA,SG,38,416,,.376,.443,.323,.466,.750,.516,.337,.556,,.461,.519,.355,.524,.766,.560,.259,.359,,82,85,91,89,98,92,130,155,,-20.6,-17.8,https://www.basketball-reference.com/players/a/allengr01.html
2019-20,24,MEM,NBA,SG,38,718,,.466,.545,.404,.580,.867,.609,.179,.562,,.460,.524,.358,.529,.773,.565,.260,.384,,101,104,113,110,112,108,69,146,,25.5,24.1,https://www.basketball-reference.com/players/a/allengr01.html
2017-18,19,BRK,NBA,C,72,1441,,.589,.600,.333,.596,.775,.636,.370,.038,,.460,.510,.362,.521,.767,.556,.252,.337,,128,117,92,114,101,114,147,11,,59.2,73.5,https://www.basketball-reference.com/players/a/allenja01.html
2018-19,20,BRK,NBA,C,80,2096,,.590,.629,.133,.595,.709,.632,.489,.079,,.461,.519,.355,.524,.766,.560,.259,.359,,128,121,38,114,92,113,189,22,,80.5,100.4,https://www.basketball-reference.com/players/a/allenja01.html
2019-20,21,BRK,NBA,C,70,1852,,.649,.658,.000,.649,.633,.664,.581,.013,,.460,.524,.358,.529,.773,.565,.260,.384,,141,126,,123,82,118,223,3,,112.2,115.6,https://www.basketball-reference.com/players/a/allenja01.html
2017-18,25,BOS,NBA,PG,18,107,,.273,.545,.000,.273,.778,.366,.409,.500,,.460,.510,.362,.521,.767,.556,.252,.337,,59,107,,52,101,66,162,148,,-10.9,-9.9,https://www.basketball-reference.com/players/a/allenka01.html
2018-19,26,NYK,NBA,PG,19,416,,.461,.457,.472,.521,.778,.574,.383,.255,,.461,.519,.355,.524,.766,.560,.259,.359,,100,88,133,99,101,102,148,71,,-0.8,4.6,https://www.basketball-reference.com/players/a/allenka01.html
2019-20,27,NYK,NBA,PG,10,117,,.432,.500,.312,.489,.636,.512,.250,.364,,.460,.524,.358,.529,.773,.565,.260,.384,,94,95,87,92,82,91,96,95,,-3.5,-5.2,https://www.basketball-reference.com/players/a/allenka01.html
2011-12,22,PHI,NBA,PF,41,624,,.473,.473,,.473,.786,.488,.084,.000,,.448,.477,.349,.487,.752,.527,.276,.226,,106,99,,97,104,93,30,,,-4.8,-13.5,https://www.basketball-reference.com/players/a/allenla01.html
2012-13,23,PHI,NBA,C,79,1669,,.454,.455,.000,.454,.717,.474,.132,.002,,.453,.483,.359,.496,.753,.535,.271,.243,,100,94,,91,95,89,49,1,,-38.8,-58.7,https://www.basketball-reference.com/players/a/allenla01.html
2013-14,24,TOT,NBA,PF,65,1072,,.447,.460,.154,.450,.660,.470,.167,.043,,.454,.488,.360,.501,.756,.541,.284,.260,,98,94,43,90,87,87,59,17,,-30.6,-45.3,https://www.basketball-reference.com/players/a/allenla01.html
2013-14,24,PHI,NBA,PF,51,960,,.440,.455,.154,.444,.675,.464,.150,.049,,.454,.488,.360,.501,.756,.541,.284,.260,,97,93,43,89,89,86,53,19,,-30.6,-43.8,https://www.basketball-reference.com/players/a/allenla01.html
2013-14,24,IND,NBA,PF,14,112,,.500,.500,,.500,.600,.521,.294,.000,,.454,.488,.360,.501,.756,.541,.284,.260,,110,103,,100,79,96,103,,,-0.1,-1.5,https://www.basketball-reference.com/players/a/allenla01.html
2014-15,25,IND,NBA,C,63,1070,,.472,.472,,.472,.702,.493,.157,.000,,.449,.485,.350,.496,.750,.534,.273,.268,,105,97,,95,94,92,57,,,-14.5,-26.5,https://www.basketball-reference.com/players/a/allenla01.html
2015-16,26,IND,NBA,PF,79,1599,,.516,.516,,.516,.630,.532,.197,.000,,.452,.491,.354,.502,.757,.541,.276,.285,,114,105,,103,83,98,71,,,10.2,-7.3,https://www.basketball-reference.com/players/a/allenla01.html
2016-17,27,IND,NBA,PF,61,871,,.458,.461,.000,.458,.697,.485,.196,.006,,.457,.503,.357,.514,.772,.552,.271,.316,,100,92,,89,90,88,73,2,,-18.6,-24.6,https://www.basketball-reference.com/players/a/allenla01.html
2004-05,23,BOS,NBA,SG,77,1262,,.475,.483,.387,.491,.737,.542,.393,.080,,.448,.470,.356,.482,.756,.529,.324,.196,,106,103,109,102,97,102,121,41,,6.7,11.4,https://www.basketball-reference.com/players/a/allento01.html
2005-06,24,BOS,NBA,PG,51,978,,.471,.492,.324,.491,.746,.554,.489,.124,,.454,.478,.358,.490,.745,.536,.333,.202,,104,103,90,100,100,103,147,61,,.5,12.3,https://www.basketball-reference.com/players/a/allento01.html
2006-07,25,BOS,NBA,SG,33,805,,.513,.553,.242,.529,.784,.596,.517,.127,,.458,.485,.358,.496,.752,.541,.327,.212,,112,114,68,107,104,110,158,60,,16.9,34.7,https://www.basketball-reference.com/players/a/allento01.html
2007-08,26,BOS,NBA,SG,75,1373,,.434,.455,.316,.458,.762,.527,.465,.146,,.457,.484,.362,.497,.755,.540,.306,.222,,95,94,87,92,101,98,152,66,,-31.0,-12.4,https://www.basketball-reference.com/players/a/allento01.html
2008-09,27,BOS,NBA,SG,46,887,,.482,.510,.222,.493,.725,.541,.384,.095,,.459,.485,.367,.500,.771,.544,.306,.224,,105,105,61,99,94,99,126,42,,-3.9,-2.4,https://www.basketball-reference.com/players/a/allento01.html
2009-10,28,BOS,NBA,SG,54,889,,.510,.520,.000,.510,.605,.540,.470,.020,,.461,.492,.355,.501,.759,.543,.300,.222,,111,106,,102,80,100,157,9,,4.6,-1.6,https://www.basketball-reference.com/players/a/allento01.html
2010-11,29,MEM,NBA,SG,72,1494,,.510,.527,.174,.514,.753,.562,.370,.047,,.459,.487,.358,.498,.763,.541,.300,.222,,111,108,49,103,99,104,123,21,,15.6,23.5,https://www.basketball-reference.com/players/a/allento01.html
2011-12,30,MEM,NBA,SG,58,1525,,.469,.479,.308,.478,.800,.541,.391,.058,,.448,.477,.349,.487,.752,.527,.276,.226,,105,100,88,98,106,103,142,26,,-8.6,14.5,https://www.basketball-reference.com/players/a/allento01.html
2012-13,31,MEM,NBA,SG,79,2109,,.445,.458,.125,.447,.717,.489,.293,.038,,.453,.483,.359,.496,.753,.535,.271,.243,,98,95,35,90,95,92,108,15,,-62.4,-65.1,https://www.basketball-reference.com/players/a/allento01.html
2013-14,32,MEM,NBA,SG,55,1278,,.494,.527,.234,.507,.628,.531,.293,.114,,.454,.488,.360,.501,.756,.541,.284,.260,,109,108,65,101,83,98,103,44,,5.1,-9.4,https://www.basketball-reference.com/players/a/allento01.html
2014-15,33,MEM,NBA,SG,63,1648,,.494,.505,.345,.505,.627,.528,.277,.064,,.449,.485,.350,.496,.750,.534,.273,.268,,110,104,99,102,84,99,101,24,,8.8,-6.3,https://www.basketball-reference.com/players/a/allento01.html
2015-16,34,MEM,NBA,SG,64,1620,,.458,.468,.357,.474,.652,.505,.294,.090,,.452,.491,.354,.502,.757,.541,.276,.285,,101,95,101,94,86,93,107,31,,-26.3,-38.4,https://www.basketball-reference.com/players/a/allento01.html
2016-17,35,MEM,NBA,SG,71,1914,,.461,.479,.278,.473,.615,.493,.218,.091,,.457,.503,.357,.514,.772,.552,.271,.316,,101,95,78,92,80,89,81,29,,-48.3,-77.5,https://www.basketball-reference.com/players/a/allento01.html
2017-18,36,NOP,NBA,SF,22,273,,.483,.506,.333,.505,.524,.514,.231,.132,,.460,.510,.362,.521,.767,.556,.252,.337,,105,99,92,97,68,92,92,39,,-2.9,-8.5,https://www.basketball-reference.com/players/a/allento01.html
2007-08,26,CLE,NBA,C,3,10,,.250,.250,,.250,.500,.307,.500,.000,,.457,.484,.362,.497,.755,.540,.306,.222,,55,52,,50,66,57,163,,,-2.0,-2.3,https://www.basketball-reference.com/players/a/allrela01.html
2007-08,22,UTA,NBA,SG,9,39,,.267,.273,.250,.300,.667,.368,.400,.267,,.457,.484,.362,.497,.755,.540,.306,.222,,58,56,69,60,88,68,131,120,,-5.9,-6.1,https://www.basketball-reference.com/players/a/almonmo01.html
2008-09,23,UTA,NBA,SG,25,255,,.407,.438,.294,.438,.808,.498,.321,.210,,.459,.485,.367,.500,.771,.544,.306,.224,,89,90,80,88,105,91,105,94,,-10.0,-8.6,https://www.basketball-reference.com/players/a/almonmo01.html
2011-12,26,WAS,NBA,SG,4,67,,.353,.357,.333,.382,.333,.382,.176,.176,,.448,.477,.349,.487,.752,.527,.276,.226,,79,75,96,78,44,72,64,78,,-3.6,-5.3,https://www.basketball-reference.com/players/a/almonmo01.html
2010-11,20,LAC,NBA,SF,81,1452,,.394,.437,.315,.450,.773,.498,.293,.352,,.459,.487,.358,.498,.763,.541,.300,.222,,86,90,88,90,101,92,98,159,,-39.7,-39.3,https://www.basketball-reference.com/players/a/aminual01.html
2011-12,21,NOH,NBA,SF,66,1477,,.411,.431,.277,.429,.754,.480,.312,.129,,.448,.477,.349,.487,.752,.527,.276,.226,,92,90,79,88,100,91,113,57,,-42.7,-38.7,https://www.basketball-reference.com/players/a/aminual01.html
2012-13,22,NOH,NBA,SF,76,2066,,.475,.486,.210,.479,.737,.519,.289,.040,,.453,.483,.359,.496,.753,.535,.271,.243,,105,101,59,96,98,97,107,16,,-16.6,-16.3,https://www.basketball-reference.com/players/a/aminual01.html
2013-14,23,NOP,NBA,SF,80,2045,,.474,.495,.271,.487,.664,.516,.277,.097,,.454,.488,.360,.501,.756,.541,.284,.260,,104,102,75,97,88,95,98,37,,-14.1,-27.6,https://www.basketball-reference.com/players/a/aminual01.html
2014-15,24,DAL,NBA,SF,74,1366,,.412,.485,.274,.459,.712,.504,.331,.347,,.449,.485,.350,.496,.750,.534,.273,.268,,92,100,78,93,95,94,121,130,,-26.1,-24.9,https://www.basketball-reference.com/players/a/aminual01.html
2015-16,25,POR,NBA,SF,82,2341,,.416,.468,.361,.503,.737,.533,.217,.485,,.452,.491,.354,.502,.757,.541,.276,.285,,92,95,102,100,97,98,79,170,,1.4,-13.6,https://www.basketball-reference.com/players/a/aminual01.html
2016-17,26,POR,NBA,PF,61,1773,,.393,.445,.330,.468,.706,.506,.292,.455,,.457,.503,.357,.514,.772,.552,.271,.316,,86,88,92,91,91,92,108,144,,-42.8,-48.9,https://www.basketball-reference.com/players/a/aminual01.html
2017-18,27,POR,NBA,PF,69,2072,,.395,.432,.369,.503,.738,.522,.138,.583,,.460,.510,.362,.521,.767,.556,.252,.337,,86,85,102,96,96,94,55,173,,-21.7,-42.5,https://www.basketball-reference.com/players/a/aminual01.html
2018-19,28,POR,NBA,PF,81,2292,,.433,.514,.343,.514,.867,.568,.292,.472,,.461,.519,.355,.524,.766,.560,.259,.359,,94,99,97,98,113,101,113,132,,-11.7,11.1,https://www.basketball-reference.com/players/a/aminual01.html
2019-20,29,ORL,NBA,PF,18,380,,.291,.320,.250,.343,.655,.395,.337,.419,,.460,.524,.358,.529,.773,.565,.260,.384,,63,61,70,65,85,70,130,109,,-32.0,-33.5,https://www.basketball-reference.com/players/a/aminual01.html
2006-07,24,TOT,NBA,PF,11,89,,.400,.400,,.400,.400,.412,.667,.000,,.458,.485,.358,.496,.752,.541,.327,.212,,87,82,,81,53,76,204,,,-2.9,-5.0,https://www.basketball-reference.com/players/a/amundlo01.html
2006-07,24,UTA,NBA,PF,1,2,,,,,,,,,,,.458,.485,.358,.496,.752,.541,.327,.212,,,,,,,,,,,.0,.0,https://www.basketball-reference.com/players/a/amundlo01.html
2006-07,24,PHI,NBA,PF,10,87,,.400,.400,,.400,.400,.412,.667,.000,,.458,.485,.358,.496,.752,.541,.327,.212,,87,82,,81,53,76,204,,,-2.9,-5.0,https://www.basketball-reference.com/players/a/amundlo01.html
2007-08,25,PHI,NBA,PF,16,64,,.500,.500,,.500,.286,.472,.438,.000,,.457,.484,.362,.497,.755,.540,.306,.222,,109,103,,101,38,87,143,,,.1,-2.6,https://www.basketball-reference.com/players/a/amundlo01.html
2008-09,26,PHO,NBA,PF,76,1044,,.536,.538,.000,.536,.442,.530,.480,.004,,.459,.485,.367,.500,.771,.544,.306,.224,,117,111,,107,57,97,157,2,,18.1,-8.7,https://www.basketball-reference.com/players/a/amundlo01.html
2009-10,27,PHO,NBA,PF,79,1168,,.551,.553,.000,.551,.545,.562,.446,.004,,.461,.492,.355,.501,.759,.543,.300,.222,,119,112,,110,72,103,148,2,,27.6,12.5,https://www.basketball-reference.com/players/a/amundlo01.html
2010-11,28,GSW,NBA,PF,46,691,,.454,.454,,.454,.391,.452,.475,.000,,.459,.487,.358,.498,.763,.541,.300,.222,,99,93,,91,51,83,158,,,-16.4,-39.6,https://www.basketball-reference.com/players/a/amundlo01.html
2011-12,29,IND,NBA,PF,60,753,,.430,.430,,.430,.427,.438,.396,.000,,.448,.477,.349,.487,.752,.527,.276,.226,,96,90,,88,57,83,144,,,-23.7,-43.3,https://www.basketball-reference.com/players/a/amundlo01.html
2012-13,30,TOT,NBA,PF,39,372,,.395,.395,,.395,.333,.392,.444,.000,,.453,.483,.359,.496,.753,.535,.271,.243,,87,82,,80,44,73,164,,,-16.4,-27.5,https://www.basketball-reference.com/players/a/amundlo01.html
2012-13,30,MIN,NBA,PF,20,161,,.368,.368,,.368,.200,.342,.526,.000,,.453,.483,.359,.496,.753,.535,.271,.243,,81,76,,74,27,64,195,,,-9.7,-18.0,https://www.basketball-reference.com/players/a/amundlo01.html
2012-13,30,CHI,NBA,PF,1,2,,.000,.000,,.000,,.000,.000,.000,,.453,.483,.359,.496,.753,.535,.271,.243,,,,,,,,,,,-1.0,-1.1,https://www.basketball-reference.com/players/a/amundlo01.html
2012-13,30,NOH,NBA,PF,18,209,,.429,.429,,.429,.500,.449,.381,.000,,.453,.483,.359,.496,.753,.535,.271,.243,,95,89,,86,66,84,141,,,-5.7,-8.4,https://www.basketball-reference.com/players/a/amundlo01.html
2013-14,31,TOT,NBA,PF,19,185,,.500,.500,,.500,.250,.446,.750,.000,,.454,.488,.360,.501,.756,.541,.284,.260,,110,103,,100,33,83,264,,,-0.1,-8.0,https://www.basketball-reference.com/players/a/amundlo01.html
2013-14,31,NOP,NBA,PF,18,184,,.500,.500,,.500,.250,.446,.750,.000,,.454,.488,.360,.501,.756,.541,.284,.260,,110,103,,100,33,83,264,,,-0.1,-8.0,https://www.basketball-reference.com/players/a/amundlo01.html
2013-14,31,CHI,NBA,PF,1,1,,,,,,,,,,,.454,.488,.360,.501,.756,.541,.284,.260,,,,,,,,,,,.0,.0,https://www.basketball-reference.com/players/a/amundlo01.html
2014-15,32,TOT,NBA,PF,53,937,,.427,.429,.000,.427,.471,.442,.341,.004,,.449,.485,.350,.496,.750,.534,.273,.268,,95,88,,86,63,83,125,1,,-34.9,-54.3,https://www.basketball-reference.com/players/a/amundlo01.html
2014-15,32,CLE,NBA,PF,12,79,,.333,.333,,.333,.600,.387,.417,.000,,.449,.485,.350,.496,.750,.534,.273,.268,,74,69,,67,80,73,152,,,-3.9,-4.2,https://www.basketball-reference.com/players/a/amundlo01.html
2014-15,32,NYK,NBA,PF,41,858,,.432,.434,.000,.432,.463,.444,.337,.004,,.449,.485,.350,.496,.750,.534,.273,.268,,96,89,,87,62,83,123,2,,-31.0,-50.2,https://www.basketball-reference.com/players/a/amundlo01.html
2015-16,33,NYK,NBA,PF,29,204,,.358,.358,,.358,.518,.401,.509,.000,,.452,.491,.354,.502,.757,.541,.276,.285,,79,73,,71,69,74,184,,,-15.3,-18.2,https://www.basketball-reference.com/players/a/amundlo01.html
2009-10,29,HOU,NBA,C,63,891,,.432,.458,.346,.472,.687,.497,.197,.229,,.461,.492,.355,.501,.759,.543,.300,.222,,94,93,98,94,90,91,66,103,,-19.5,-34.2,https://www.basketball-reference.com/players/a/anderda03.html
2010-11,30,TOT,NBA,PF,40,373,,.463,.490,.348,.496,.636,.513,.182,.190,,.459,.487,.358,.498,.763,.541,.300,.222,,101,101,97,100,83,95,61,86,,-0.6,-7.5,https://www.basketball-reference.com/players/a/anderda03.html
2010-11,30,TOR,NBA,PF,11,150,,.489,.540,.300,.521,1.000,.559,.149,.213,,.459,.487,.358,.498,.763,.541,.300,.222,,107,111,84,105,131,103,50,96,,2.2,1.8,https://www.basketball-reference.com/players/a/anderda03.html
2010-11,30,NOH,NBA,PF,29,223,,.446,.459,.385,.480,.467,.484,.203,.176,,.459,.487,.358,.498,.763,.541,.300,.222,,97,94,107,96,61,89,68,79,,-2.8,-9.3,https://www.basketball-reference.com/players/a/anderda03.html
2005-06,23,CHA,NBA,SF,36,564,,.414,.415,.414,.481,.805,.520,.227,.320,,.454,.478,.358,.490,.745,.536,.333,.202,,91,87,115,98,108,97,68,158,,-3.4,-6.2,https://www.basketball-reference.com/players/a/anderal01.html
2006-07,24,CHA,NBA,SG,17,256,,.457,.525,.250,.488,.826,.538,.284,.247,,.458,.485,.358,.496,.752,.541,.327,.212,,100,108,70,98,110,99,87,116,,-1.4,-0.7,https://www.basketball-reference.com/players/a/anderal01.html
2011-12,29,TOR,NBA,SF,17,461,,.387,.383,.393,.472,.853,.519,.239,.430,,.448,.477,.349,.487,.752,.527,.276,.226,,86,80,113,97,113,99,87,190,,-4.4,-2.5,https://www.basketball-reference.com/players/a/anderal01.html
2012-13,30,TOR,NBA,SF,65,1495,,.383,.426,.333,.460,.857,.509,.239,.463,,.453,.483,.359,.496,.753,.535,.271,.243,,85,88,93,93,114,95,88,190,,-44.6,-34.8,https://www.basketball-reference.com/players/a/anderal01.html
2013-14,31,BRK,NBA,SF,78,1773,,.400,.464,.339,.487,.780,.525,.243,.511,,.454,.488,.360,.501,.756,.541,.284,.260,,88,95,94,97,103,97,86,197,,-14.0,-16.8,https://www.basketball-reference.com/players/a/anderal01.html
2014-15,32,BRK,NBA,SG,74,1744,,.443,.530,.348,.526,.812,.562,.230,.477,,.449,.485,.350,.496,.750,.534,.273,.268,,99,109,99,106,108,105,84,178,,26.6,27.5,https://www.basketball-reference.com/players/a/anderal01.html
2015-16,33,WAS,NBA,SG,13,192,,.356,.409,.324,.458,.733,.495,.254,.627,,.452,.491,.354,.502,.757,.541,.276,.285,,79,83,92,91,97,92,92,220,,-5.3,-6.0,https://www.basketball-reference.com/players/a/anderal01.html
2016-17,34,LAC,NBA,SF,30,308,,.375,.444,.318,.463,.750,.494,.200,.550,,.457,.503,.357,.514,.772,.552,.271,.316,,82,88,89,90,97,89,74,174,,-8.2,-10.2,https://www.basketball-reference.com/players/a/anderal01.html
2009-10,24,OKC,NBA,SF,1,15,,.333,.333,,.333,,.333,.000,.000,,.461,.492,.355,.501,.759,.543,.300,.222,,72,68,,67,,61,,,,-1.0,-1.3,https://www.basketball-reference.com/players/a/anderan02.html
2010-11,21,SAS,NBA,SF,26,286,,.383,.371,.391,.494,.778,.529,.222,.568,,.459,.487,.358,.498,.763,.541,.300,.222,,83,76,109,99,102,98,74,256,,-0.7,-2.3,https://www.basketball-reference.com/players/a/anderja01.html
2011-12,22,SAS,NBA,SG,51,603,,.379,.443,.279,.434,.750,.482,.299,.391,,.448,.477,.349,.487,.752,.527,.276,.226,,85,93,80,89,100,92,108,173,,-18.6,-17.6,https://www.basketball-reference.com/players/a/anderja01.html
2012-13,23,TOT,NBA,SF-SG,39,401,,.413,.470,.350,.496,.857,.539,.222,.476,,.453,.483,.359,.496,.753,.535,.271,.243,,91,97,98,100,114,101,82,196,,-0.1,1.1,https://www.basketball-reference.com/players/a/anderja01.html
2012-13,23,SAS,NBA,SF,10,94,,.440,.429,.455,.540,.778,.587,.360,.440,,.453,.483,.359,.496,.753,.535,.271,.243,,97,89,127,109,103,110,133,181,,2.2,3.0,https://www.basketball-reference.com/players/a/anderja01.html
2012-13,23,HOU,NBA,SG,29,307,,.406,.481,.327,.485,.895,.526,.188,.485,,.453,.483,.359,.496,.753,.535,.271,.243,,90,100,91,98,119,98,70,199,,-2.3,-1.9,https://www.basketball-reference.com/players/a/anderja01.html
2013-14,24,PHI,NBA,SG,80,2309,,.431,.530,.328,.511,.726,.530,.148,.489,,.454,.488,.360,.501,.756,.541,.284,.260,,95,109,91,102,96,98,52,189,,14.5,-16.1,https://www.basketball-reference.com/players/a/anderja01.html
2015-16,26,SAC,NBA,SG,51,721,,.376,.478,.267,.441,.759,.469,.163,.483,,.452,.491,.354,.502,.757,.541,.276,.285,,83,97,76,88,100,87,59,170,,-21.9,-27.5,https://www.basketball-reference.com/players/a/anderja01.html
2015-16,22,DAL,NBA,SF,55,647,,.406,.533,.265,.469,.800,.522,.314,.474,,.452,.491,.354,.502,.757,.541,.276,.285,,90,108,75,93,106,96,114,167,,-11.9,-7.6,https://www.basketball-reference.com/players/a/anderju01.html
2016-17,23,TOT,NBA,SF,75,1228,,.424,.522,.299,.490,.791,.536,.294,.442,,.457,.503,.357,.514,.772,.552,.271,.316,,93,104,84,95,102,97,109,140,,-21.0,-15.7,https://www.basketball-reference.com/players/a/anderju01.html
2016-17,23,DAL,NBA,SF,51,710,,.401,.477,.303,.468,.795,.521,.318,.440,,.457,.503,.357,.514,.772,.552,.271,.316,,88,95,85,91,103,94,117,139,,-25.6,-19.8,https://www.basketball-reference.com/players/a/anderju01.html
2016-17,23,PHI,NBA,SF,24,518,,.463,.600,.292,.528,.780,.564,.253,.444,,.457,.503,.357,.514,.772,.552,.271,.316,,101,119,82,103,101,102,94,141,,4.6,4.1,https://www.basketball-reference.com/players/a/anderju01.html
2017-18,24,PHI,NBA,SF,38,519,,.431,.535,.330,.515,.737,.539,.188,.510,,.460,.510,.362,.521,.767,.556,.252,.337,,94,105,91,99,96,97,75,151,,-2.6,-7.3,https://www.basketball-reference.com/players/a/anderju01.html
2018-19,25,ATL,NBA,SF,48,463,,.408,.500,.312,.484,.743,.516,.223,.490,,.461,.519,.355,.524,.766,.560,.259,.359,,89,96,88,92,97,92,86,137,,-12.6,-15.0,https://www.basketball-reference.com/players/a/anderju01.html
2019-20,26,BRK,NBA,SG,10,107,,.263,.444,.207,.342,.500,.352,.105,.763,,.460,.524,.358,.529,.773,.565,.260,.384,,57,85,58,65,65,62,40,199,,-14.2,-16.9,https://www.basketball-reference.com/players/a/anderju01.html
2014-15,21,SAS,NBA,SF,33,358,,.348,.359,.273,.365,.643,.389,.157,.124,,.449,.485,.350,.496,.750,.534,.273,.268,,78,74,78,74,86,73,58,46,,-23.3,-27.7,https://www.basketball-reference.com/players/a/anderky01.html
2015-16,22,SAS,NBA,SF,78,1245,,.468,.488,.324,.488,.747,.528,.281,.125,,.452,.491,.354,.502,.757,.541,.276,.285,,103,99,92,97,99,98,102,44,,-8.5,-8.9,https://www.basketball-reference.com/players/a/anderky01.html
2016-17,23,SAS,NBA,SF,72,1020,,.445,.462,.375,.481,.789,.525,.273,.191,,.457,.503,.357,.514,.772,.552,.271,.316,,97,92,105,94,102,95,101,61,,-13.7,-12.6,https://www.basketball-reference.com/players/a/anderky01.html
2017-18,24,SAS,NBA,SF,74,1978,,.527,.556,.333,.549,.712,.582,.333,.130,,.460,.510,.362,.521,.767,.556,.252,.337,,115,109,92,105,93,105,132,39,,24.4,26.4,https://www.basketball-reference.com/players/a/anderky01.html
2018-19,25,MEM,NBA,SF,43,1281,,.543,.583,.265,.560,.578,.569,.232,.123,,.461,.519,.355,.524,.766,.560,.259,.359,,118,112,75,107,75,102,90,34,,19.6,5.6,https://www.basketball-reference.com/players/a/anderky01.html
2019-20,26,MEM,NBA,SF,67,1330,,.474,.541,.282,.511,.667,.534,.236,.257,,.460,.524,.358,.529,.773,.565,.260,.384,,103,103,79,97,86,95,91,67,,-12.1,-22.6,https://www.basketball-reference.com/players/a/anderky01.html
2008-09,20,NJN,NBA,PF,66,1312,,.393,.417,.365,.478,.845,.532,.285,.464,,.459,.485,.367,.500,.771,.544,.306,.224,,86,86,100,96,110,98,93,207,,-17.8,-11.7,https://www.basketball-reference.com/players/a/anderry01.html
2009-10,21,ORL,NBA,PF,63,911,,.436,.514,.370,.536,.866,.574,.211,.544,,.461,.492,.355,.501,.759,.543,.300,.222,,94,105,104,107,114,106,70,245,,27.4,26.5,https://www.basketball-reference.com/players/a/anderry01.html
2010-11,22,ORL,NBA,PF,64,1424,,.430,.500,.393,.558,.812,.591,.223,.649,,.459,.487,.358,.498,.763,.541,.300,.222,,94,103,110,112,106,109,74,293,,62.7,56.8,https://www.basketball-reference.com/players/a/anderry01.html
2011-12,23,ORL,NBA,PF,61,1964,,.439,.495,.393,.548,.877,.589,.226,.557,,.448,.477,.349,.487,.752,.527,.276,.226,,98,104,113,113,117,112,82,247,,92.2,102.6,https://www.basketball-reference.com/players/a/anderry01.html
2012-13,24,NOH,NBA,PF,81,2503,,.423,.464,.382,.519,.844,.548,.161,.500,,.453,.483,.359,.496,.753,.535,.271,.243,,93,96,107,105,112,103,60,205,,50.0,32.1,https://www.basketball-reference.com/players/a/anderry01.html
2013-14,25,NOP,NBA,PF,22,795,,.438,.463,.408,.532,.952,.572,.175,.463,,.454,.488,.360,.501,.756,.541,.284,.260,,96,95,114,106,126,106,62,179,,22.2,23.6,https://www.basketball-reference.com/players/a/anderry01.html
2014-15,26,NOP,NBA,PF,61,1675,,.399,.457,.340,.483,.854,.524,.207,.492,,.449,.485,.350,.496,.750,.534,.273,.268,,89,94,97,97,114,98,76,184,,-19.0,-16.8,https://www.basketball-reference.com/players/a/anderry01.html
2015-16,27,NOP,NBA,PF,66,2008,,.427,.466,.366,.498,.873,.546,.245,.385,,.452,.491,.354,.502,.757,.541,.276,.285,,95,95,103,99,115,101,89,135,,-8.6,9.8,https://www.basketball-reference.com/players/a/anderry01.html
