Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link, ,Trp Dbl
2016-17,20,MEM,NBA,PG,3,0,12,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,1,3,4,2,0,0,0,3,2,https://www.basketball-reference.com/players/b/baldwwa01.html,,
2017-18,21,POR,NBA,PG,4,0,19,1,4,.250,1,1,1.000,0,3,.000,.375,1,2,.500,0,3,3,3,1,1,3,1,4,https://www.basketball-reference.com/players/b/baldwwa01.html,,
2008-09,24,DEN,NBA,PF,8,0,20,2,6,.333,0,1,.000,2,5,.400,.333,0,0,,2,2,4,1,4,0,0,3,4,https://www.basketball-reference.com/players/b/balkmre01.html,,
2003-04,22,BOS,NBA,PG,4,0,60,7,16,.438,2,5,.400,5,11,.455,.500,4,4,1.000,1,6,7,7,2,1,3,9,20,https://www.basketball-reference.com/players/b/banksma01.html,,
2004-05,23,BOS,NBA,PG,7,0,106,13,29,.448,3,6,.500,10,23,.435,.500,3,6,.500,1,10,11,7,4,0,6,16,32,https://www.basketball-reference.com/players/b/banksma01.html,,
2006-07,25,PHO,NBA,PG,2,0,7,0,2,.000,0,1,.000,0,1,.000,.000,2,2,1.000,0,0,0,1,0,0,0,0,2,https://www.basketball-reference.com/players/b/banksma01.html,,
2004-05,22,PHO,NBA,PG,12,0,116,12,35,.343,4,10,.400,8,25,.320,.400,2,4,.500,5,12,17,12,3,0,5,8,30,https://www.basketball-reference.com/players/b/barbole01.html,,
2005-06,23,PHO,NBA,SG,20,3,632,103,219,.470,27,69,.391,76,150,.507,.532,50,58,.862,5,27,32,54,15,4,29,66,283,https://www.basketball-reference.com/players/b/barbole01.html,,
2006-07,24,PHO,NBA,SG,11,1,349,64,158,.405,18,59,.305,46,99,.465,.462,28,39,.718,7,31,38,24,12,2,22,30,174,https://www.basketball-reference.com/players/b/barbole01.html,,
2007-08,25,PHO,NBA,SG,5,1,143,19,55,.345,4,18,.222,15,37,.405,.382,10,11,.909,2,18,20,9,3,0,4,10,52,https://www.basketball-reference.com/players/b/barbole01.html,,
2009-10,27,PHO,NBA,PG,16,0,250,43,103,.417,12,35,.343,31,68,.456,.476,17,24,.708,2,19,21,20,5,2,15,33,115,https://www.basketball-reference.com/players/b/barbole01.html,,
2011-12,29,IND,NBA,SG,11,0,223,27,73,.370,3,20,.150,24,53,.453,.390,6,12,.500,5,19,24,14,5,1,13,23,63,https://www.basketball-reference.com/players/b/barbole01.html,,
2014-15,32,GSW,NBA,SG,21,0,229,39,88,.443,8,23,.348,31,65,.477,.489,18,22,.818,8,19,27,18,6,1,12,24,104,https://www.basketball-reference.com/players/b/barbole01.html,,
2015-16,33,GSW,NBA,SG,23,0,254,51,88,.580,11,28,.393,40,60,.667,.642,16,21,.762,11,16,27,15,11,1,11,24,129,https://www.basketball-reference.com/players/b/barbole01.html,,
2006-07,22,DAL,NBA,PG,2,0,4,0,0,,0,0,,0,0,,,0,2,.000,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/b/bareajo01.html,,
2007-08,23,DAL,NBA,PG,1,0,5,3,4,.750,2,2,1.000,1,2,.500,1.000,0,0,,0,0,0,1,0,0,0,1,8,https://www.basketball-reference.com/players/b/bareajo01.html,,
2008-09,24,DAL,NBA,SG,10,4,221,31,71,.437,5,16,.313,26,55,.473,.472,9,13,.692,3,17,20,34,3,0,6,13,76,https://www.basketball-reference.com/players/b/bareajo01.html,,
2009-10,25,DAL,NBA,PG,6,0,105,15,37,.405,4,10,.400,11,27,.407,.459,1,3,.333,4,8,12,15,2,1,10,13,35,https://www.basketball-reference.com/players/b/bareajo01.html,,
2010-11,26,DAL,NBA,PG,21,3,390,72,172,.419,16,50,.320,56,122,.459,.465,27,34,.794,8,31,39,71,6,0,23,28,187,https://www.basketball-reference.com/players/b/bareajo01.html,,
2014-15,30,DAL,NBA,PG,5,2,154,25,57,.439,4,16,.250,21,41,.512,.474,5,6,.833,5,19,24,37,4,0,14,17,59,https://www.basketball-reference.com/players/b/bareajo01.html,,
2015-16,31,DAL,NBA,PG,4,2,100,11,34,.324,1,8,.125,10,26,.385,.338,2,2,1.000,0,6,6,20,0,0,11,8,25,https://www.basketball-reference.com/players/b/bareajo01.html,,
2019-20,35,DAL,NBA,PG,1,0,5,0,1,.000,0,0,,0,1,.000,.000,3,3,1.000,0,0,0,0,0,0,1,1,3,https://www.basketball-reference.com/players/b/bareajo01.html,,
2006-07,21,TOR,NBA,PF,6,3,181,22,46,.478,7,17,.412,15,29,.517,.554,15,19,.789,3,21,24,6,5,3,7,16,66,https://www.basketball-reference.com/players/b/bargnan01.html,,
2007-08,22,TOR,NBA,PF,5,5,104,13,39,.333,4,16,.250,9,23,.391,.385,2,2,1.000,1,6,7,2,4,3,2,15,32,https://www.basketball-reference.com/players/b/bargnan01.html,,
2012-13,20,GSW,NBA,SF,12,12,461,72,162,.444,19,52,.365,53,110,.482,.503,30,35,.857,18,59,77,15,7,5,16,33,193,https://www.basketball-reference.com/players/b/barneha02.html,,
2013-14,21,GSW,NBA,SF,7,0,156,19,48,.396,8,21,.381,11,27,.407,.479,9,16,.563,7,21,28,8,1,3,5,13,55,https://www.basketball-reference.com/players/b/barneha02.html,,
2014-15,22,GSW,NBA,SF,21,21,681,88,200,.440,22,62,.355,66,138,.478,.495,25,34,.735,45,65,110,32,17,11,22,45,223,https://www.basketball-reference.com/players/b/barneha02.html,,
2015-16,23,GSW,NBA,SF,24,23,743,82,213,.385,26,76,.342,56,137,.409,.446,26,34,.765,27,85,112,30,17,4,18,46,216,https://www.basketball-reference.com/players/b/barneha02.html,,
2006-07,26,GSW,NBA,PF,11,3,330,45,100,.450,19,45,.422,26,55,.473,.545,13,18,.722,26,37,63,26,16,4,20,44,122,https://www.basketball-reference.com/players/b/barnema02.html,,
2009-10,29,ORL,NBA,SF,14,14,326,30,75,.400,12,32,.375,18,43,.419,.480,17,20,.850,16,50,66,19,10,3,10,28,89,https://www.basketball-reference.com/players/b/barnema02.html,,
2010-11,30,LAL,NBA,SF,10,0,131,15,38,.395,2,12,.167,13,26,.500,.421,4,7,.571,11,17,28,5,7,2,6,23,36,https://www.basketball-reference.com/players/b/barnema02.html,,
2011-12,31,LAL,NBA,SF,11,0,185,16,59,.271,5,31,.161,11,28,.393,.314,2,4,.500,9,27,36,16,10,5,15,29,39,https://www.basketball-reference.com/players/b/barnema02.html,,
2012-13,32,LAC,NBA,SF,6,0,162,24,44,.545,7,17,.412,17,27,.630,.625,16,19,.842,7,23,30,3,4,2,5,23,71,https://www.basketball-reference.com/players/b/barnema02.html,,
2013-14,33,LAC,NBA,SF,13,13,404,45,107,.421,19,60,.317,26,47,.553,.509,13,19,.684,22,36,58,23,12,3,17,41,122,https://www.basketball-reference.com/players/b/barnema02.html,,
2014-15,34,LAC,NBA,SF,14,14,409,38,100,.380,16,60,.267,22,40,.550,.460,15,20,.750,16,55,71,22,20,10,16,54,107,https://www.basketball-reference.com/players/b/barnema02.html,,
2015-16,35,MEM,NBA,SF,4,4,139,16,46,.348,3,18,.167,13,28,.464,.380,8,10,.800,5,24,29,11,4,1,13,13,43,https://www.basketball-reference.com/players/b/barnema02.html,,
2016-17,36,GSW,NBA,SF,12,0,61,4,15,.267,1,8,.125,3,7,.429,.300,0,0,,0,9,9,7,2,0,3,9,9,https://www.basketball-reference.com/players/b/barnema02.html,,
2010-11,29,POR,NBA,C,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/b/barroea01.html,,
2013-14,23,POR,NBA,SG,7,0,81,17,34,.500,6,11,.545,11,23,.478,.588,5,6,.833,5,7,12,3,1,2,6,7,45,https://www.basketball-reference.com/players/b/bartowi01.html,,
2018-19,28,DEN,NBA,SF,14,3,328,47,135,.348,15,55,.273,32,80,.400,.404,18,26,.692,15,52,67,24,4,9,13,19,127,https://www.basketball-reference.com/players/b/bartowi01.html,,
2007-08,22,DAL,NBA,C,5,0,133,17,36,.472,0,1,.000,17,35,.486,.472,24,25,.960,20,14,34,2,3,3,3,12,58,https://www.basketball-reference.com/players/b/bassbr01.html,,
2008-09,23,DAL,NBA,C,10,0,192,33,60,.550,0,0,,33,60,.550,.550,28,31,.903,13,28,41,7,7,4,4,22,94,https://www.basketball-reference.com/players/b/bassbr01.html,,
2009-10,24,ORL,NBA,PF,7,0,42,7,13,.538,0,0,,7,13,.538,.538,5,6,.833,2,6,8,1,0,0,1,2,19,https://www.basketball-reference.com/players/b/bassbr01.html,,
2010-11,25,ORL,NBA,PF,6,6,139,16,38,.421,0,0,,16,38,.421,.421,12,13,.923,12,13,25,2,3,5,7,7,44,https://www.basketball-reference.com/players/b/bassbr01.html,,
2011-12,26,BOS,NBA,PF,20,20,608,81,175,.463,0,0,,81,175,.463,.463,59,64,.922,26,79,105,15,14,10,15,50,221,https://www.basketball-reference.com/players/b/bassbr01.html,,
2012-13,27,BOS,NBA,PF,6,5,204,14,29,.483,0,0,,14,29,.483,.483,12,15,.800,8,32,40,7,2,1,5,17,40,https://www.basketball-reference.com/players/b/bassbr01.html,,
2014-15,29,BOS,NBA,PF,4,4,86,7,20,.350,0,0,,7,20,.350,.350,6,10,.600,3,5,8,10,1,3,3,4,20,https://www.basketball-reference.com/players/b/bassbr01.html,,
2016-17,31,LAC,NBA,PF,1,0,4,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,0,1,0,1,0,0,0,2,https://www.basketball-reference.com/players/b/bassbr01.html,,
2019-20,24,DEN,NBA,SF,5,0,24,1,5,.200,0,0,,1,5,.200,.200,1,2,.500,3,3,6,1,0,0,0,0,3,https://www.basketball-reference.com/players/b/bateske01.html,,
2008-09,20,POR,NBA,SF,6,5,63,5,9,.556,2,4,.500,3,5,.600,.667,0,0,,1,2,3,1,1,2,3,7,12,https://www.basketball-reference.com/players/b/batumni01.html,,
2009-10,21,POR,NBA,SF,6,6,139,17,37,.459,9,21,.429,8,16,.500,.581,6,8,.750,4,15,19,5,2,0,4,13,49,https://www.basketball-reference.com/players/b/batumni01.html,,
2010-11,22,POR,NBA,SF,6,0,151,19,46,.413,7,26,.269,12,20,.600,.489,3,4,.750,1,9,10,8,5,5,7,14,48,https://www.basketball-reference.com/players/b/batumni01.html,,
2013-14,25,POR,NBA,SF,11,11,459,67,142,.472,21,60,.350,46,82,.561,.546,12,15,.800,10,74,84,53,14,5,28,21,167,https://www.basketball-reference.com/players/b/batumni01.html,,
2014-15,26,POR,NBA,SF,5,5,209,24,70,.343,13,39,.333,11,31,.355,.436,10,13,.769,6,37,43,26,1,1,12,11,71,https://www.basketball-reference.com/players/b/batumni01.html,,
2015-16,27,CHO,NBA,SF,5,2,144,17,45,.378,6,22,.273,11,23,.478,.444,17,20,.850,2,16,18,10,2,0,8,6,57,https://www.basketball-reference.com/players/b/batumni01.html,,
2008-09,20,POR,NBA,PG,2,0,11,2,6,.333,0,1,.000,2,5,.400,.333,2,3,.667,0,1,1,0,0,1,1,0,6,https://www.basketball-reference.com/players/b/bayleje01.html,,
2009-10,21,POR,NBA,SG,6,2,166,28,65,.431,6,15,.400,22,50,.440,.477,19,24,.792,4,12,16,23,2,0,8,21,81,https://www.basketball-reference.com/players/b/bayleje01.html,,
2012-13,24,MEM,NBA,PG,15,0,320,49,137,.358,18,59,.305,31,78,.397,.423,23,26,.885,1,29,30,32,7,5,16,35,139,https://www.basketball-reference.com/players/b/bayleje01.html,,
2014-15,26,MIL,NBA,PG,6,0,120,12,35,.343,2,7,.286,10,28,.357,.371,13,17,.765,4,11,15,18,2,2,4,12,39,https://www.basketball-reference.com/players/b/bayleje01.html,,
2017-18,29,PHI,NBA,SG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/b/bayleje01.html,,
2012-13,26,SAS,NBA,C,4,1,23,4,7,.571,0,0,,4,7,.571,.571,0,0,,2,3,5,0,0,0,1,4,8,https://www.basketball-reference.com/players/b/baynear01.html,,
2013-14,27,SAS,NBA,C,14,0,101,12,24,.500,0,1,.000,12,23,.522,.500,8,10,.800,12,19,31,0,3,0,7,15,32,https://www.basketball-reference.com/players/b/baynear01.html,,
2014-15,28,SAS,NBA,C,4,0,40,3,10,.300,0,0,,3,10,.300,.300,3,3,1.000,3,7,10,1,0,0,3,9,9,https://www.basketball-reference.com/players/b/baynear01.html,,
2015-16,29,DET,NBA,C,4,0,44,4,9,.444,0,0,,4,9,.444,.444,2,3,.667,3,5,8,2,0,0,3,4,10,https://www.basketball-reference.com/players/b/baynear01.html,,
2017-18,31,BOS,NBA,C,19,12,389,45,89,.506,11,23,.478,34,66,.515,.567,13,18,.722,45,73,118,19,4,11,8,43,114,https://www.basketball-reference.com/players/b/baynear01.html,,
2018-19,32,BOS,NBA,C,9,5,115,8,14,.571,2,6,.333,6,8,.750,.643,1,2,.500,6,19,25,3,3,3,5,20,19,https://www.basketball-reference.com/players/b/baynear01.html,,
2012-13,23,GSW,NBA,SG,9,0,16,1,8,.125,0,1,.000,1,7,.143,.125,0,4,.000,1,4,5,2,1,0,2,3,2,https://www.basketball-reference.com/players/b/bazemke01.html,,
2014-15,25,ATL,NBA,SG,16,2,303,30,71,.423,6,28,.214,24,43,.558,.465,21,31,.677,3,50,53,13,11,9,11,25,87,https://www.basketball-reference.com/players/b/bazemke01.html,,
2015-16,26,ATL,NBA,SF,10,10,325,44,121,.364,16,61,.262,28,60,.467,.430,15,22,.682,8,58,66,19,15,6,10,14,119,https://www.basketball-reference.com/players/b/bazemke01.html,,
2016-17,27,ATL,NBA,SF,6,0,150,21,53,.396,7,24,.292,14,29,.483,.462,10,14,.714,4,19,23,20,4,5,16,15,59,https://www.basketball-reference.com/players/b/bazemke01.html,,
2019-20,19,OKC,NBA,PF,7,0,126,13,31,.419,11,22,.500,2,9,.222,.597,9,10,.900,2,45,47,6,0,3,6,2,46,https://www.basketball-reference.com/players/b/bazleda01.html,,
2013-14,20,WAS,NBA,SG,11,11,458,75,177,.424,22,53,.415,53,124,.427,.486,39,49,.796,15,40,55,50,18,7,23,31,211,https://www.basketball-reference.com/players/b/bealbr01.html,,
2014-15,21,WAS,NBA,SG,10,10,418,81,200,.405,23,63,.365,58,137,.423,.463,49,59,.831,14,41,55,46,16,7,26,19,234,https://www.basketball-reference.com/players/b/bealbr01.html,,
2016-17,23,WAS,NBA,SG,13,13,505,122,259,.471,29,101,.287,93,158,.589,.527,50,61,.820,15,29,44,35,21,8,27,38,323,https://www.basketball-reference.com/players/b/bealbr01.html,,
2017-18,24,WAS,NBA,SG,6,6,216,49,108,.454,21,45,.467,28,63,.444,.551,20,23,.870,2,18,20,17,7,2,15,19,139,https://www.basketball-reference.com/players/b/bealbr01.html,,
2018-19,22,DEN,NBA,SG,14,0,281,36,93,.387,19,47,.404,17,46,.370,.489,22,31,.710,11,37,48,14,3,1,7,20,113,https://www.basketball-reference.com/players/b/beaslma01.html,,
2008-09,20,MIA,NBA,PF,7,0,178,34,88,.386,4,13,.308,30,75,.400,.409,13,17,.765,10,41,51,7,2,7,11,14,85,https://www.basketball-reference.com/players/b/beaslmi01.html,,
2009-10,21,MIA,NBA,PF,5,5,135,22,49,.449,1,2,.500,21,47,.447,.459,7,9,.778,10,19,29,3,4,0,13,10,52,https://www.basketball-reference.com/players/b/beaslmi01.html,,
2013-14,25,MIA,NBA,SF,4,0,23,5,10,.500,0,0,,5,10,.500,.500,1,3,.333,2,2,4,2,0,0,1,3,11,https://www.basketball-reference.com/players/b/beaslmi01.html,,
2015-16,27,HOU,NBA,PF,5,0,80,22,46,.478,2,6,.333,20,40,.500,.500,6,7,.857,4,17,21,3,1,0,7,8,52,https://www.basketball-reference.com/players/b/beaslmi01.html,,
2016-17,28,MIL,NBA,PF,4,0,48,7,20,.350,3,5,.600,4,15,.267,.425,0,4,.000,2,7,9,1,1,1,2,8,17,https://www.basketball-reference.com/players/b/beaslmi01.html,,
2009-10,21,DAL,NBA,PG,4,0,31,9,19,.474,2,6,.333,7,13,.538,.526,1,3,.333,2,4,6,4,0,0,3,5,21,https://www.basketball-reference.com/players/b/beaubro01.html,,
2011-12,23,DAL,NBA,PG,2,0,12,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,2,0,0,1,1,0,https://www.basketball-reference.com/players/b/beaubro01.html,,
2010-11,24,NOH,NBA,SG,6,6,173,23,63,.365,8,26,.308,15,37,.405,.429,4,4,1.000,0,5,5,4,5,0,4,12,58,https://www.basketball-reference.com/players/b/belinma01.html,,
2012-13,26,CHI,NBA,SG,12,7,325,44,107,.411,16,47,.340,28,60,.467,.486,29,33,.879,0,35,35,31,5,0,15,26,133,https://www.basketball-reference.com/players/b/belinma01.html,,
2013-14,27,SAS,NBA,SF,23,0,356,44,99,.444,16,38,.421,28,61,.459,.525,21,22,.955,4,48,52,19,3,0,12,23,125,https://www.basketball-reference.com/players/b/belinma01.html,,
2014-15,28,SAS,NBA,SG,7,0,116,20,39,.513,14,30,.467,6,9,.667,.692,11,13,.846,2,11,13,10,2,0,5,10,65,https://www.basketball-reference.com/players/b/belinma01.html,,
2017-18,31,PHI,NBA,SG,10,0,273,43,106,.406,16,46,.348,27,60,.450,.481,27,31,.871,1,20,21,20,7,0,4,20,129,https://www.basketball-reference.com/players/b/belinma01.html,,
2018-19,32,SAS,NBA,SG,7,0,131,14,38,.368,8,21,.381,6,17,.353,.474,5,6,.833,0,13,13,8,0,2,2,7,41,https://www.basketball-reference.com/players/b/belinma01.html,,
2017-18,23,GSW,NBA,C,17,0,173,17,32,.531,0,1,.000,17,31,.548,.531,7,14,.500,15,32,47,15,6,9,6,18,41,https://www.basketball-reference.com/players/b/belljo01.html,,
2018-19,24,GSW,NBA,C,15,2,106,17,31,.548,0,0,,17,31,.548,.548,7,10,.700,7,12,19,11,4,7,2,13,41,https://www.basketball-reference.com/players/b/belljo01.html,,
2016-17,24,SAS,NBA,PF,13,0,112,12,27,.444,8,20,.400,4,7,.571,.593,4,6,.667,5,15,20,3,3,4,6,7,36,https://www.basketball-reference.com/players/b/bertada01.html,,
2017-18,25,SAS,NBA,PF,5,0,82,3,18,.167,3,16,.188,0,2,.000,.250,8,11,.727,1,10,11,6,2,0,1,10,17,https://www.basketball-reference.com/players/b/bertada01.html,,
2018-19,26,SAS,NBA,PF,5,0,79,5,15,.333,3,11,.273,2,4,.500,.433,3,5,.600,0,8,8,5,0,1,1,10,16,https://www.basketball-reference.com/players/b/bertada01.html,,
2012-13,24,HOU,NBA,PG,6,5,200,28,65,.431,8,24,.333,20,41,.488,.492,7,7,1.000,11,22,33,17,7,4,6,24,71,https://www.basketball-reference.com/players/b/beverpa01.html,,
2013-14,25,HOU,NBA,PG,6,6,202,19,50,.380,7,22,.318,12,28,.429,.450,7,10,.700,13,12,25,11,3,2,4,21,52,https://www.basketball-reference.com/players/b/beverpa01.html,,
2015-16,27,HOU,NBA,PG,5,5,129,10,37,.270,3,14,.214,7,23,.304,.311,6,6,1.000,4,18,22,11,2,2,4,17,29,https://www.basketball-reference.com/players/b/beverpa01.html,,
2016-17,28,HOU,NBA,SG,11,11,325,45,109,.413,21,52,.404,24,57,.421,.509,11,14,.786,21,40,61,33,16,2,18,38,122,https://www.basketball-reference.com/players/b/beverpa01.html,,
2018-19,30,LAC,NBA,PG,6,6,195,20,47,.426,13,30,.433,7,17,.412,.564,6,8,.750,8,40,48,28,6,6,10,21,59,https://www.basketball-reference.com/players/b/beverpa01.html,,
2019-20,31,LAC,NBA,PG,8,8,166,20,39,.513,8,22,.364,12,17,.706,.615,2,4,.500,9,24,33,19,8,3,7,31,50,https://www.basketball-reference.com/players/b/beverpa01.html,,
2006-07,20,GSW,NBA,C,11,8,267,27,37,.730,0,0,,27,37,.730,.730,16,30,.533,19,50,69,5,8,17,9,29,70,https://www.basketball-reference.com/players/b/biedran01.html,,
2012-13,26,GSW,NBA,C,3,0,17,0,0,,0,0,,0,0,,,0,0,,2,5,7,1,0,2,1,6,0,https://www.basketball-reference.com/players/b/biedran01.html,,
2018-19,26,ORL,NBA,C,5,0,92,10,18,.556,0,0,,10,18,.556,.556,6,7,.857,9,22,31,4,1,5,6,8,26,https://www.basketball-reference.com/players/b/birchkh01.html,,
2019-20,27,ORL,NBA,C,5,0,89,7,14,.500,0,0,,7,14,.500,.500,10,11,.909,9,16,25,7,1,0,5,11,24,https://www.basketball-reference.com/players/b/birchkh01.html,,
2013-14,21,CHA,NBA,C,3,1,48,3,5,.600,0,0,,3,5,.600,.600,2,6,.333,5,6,11,1,0,2,0,4,8,https://www.basketball-reference.com/players/b/biyombi01.html,,
2015-16,23,TOR,NBA,C,20,10,506,40,69,.580,0,0,,40,69,.580,.580,43,72,.597,53,134,187,8,8,27,21,48,123,https://www.basketball-reference.com/players/b/biyombi01.html,,
2017-18,29,MIN,NBA,PF,5,0,47,7,16,.438,4,7,.571,3,9,.333,.563,5,7,.714,4,11,15,3,3,0,1,6,23,https://www.basketball-reference.com/players/b/bjeline01.html,,
2017-18,26,HOU,NBA,C,7,0,19,1,4,.250,0,0,,1,4,.250,.250,0,0,,2,4,6,2,0,1,1,5,2,https://www.basketball-reference.com/players/b/blackta01.html,,
2009-10,20,SAS,NBA,PF,10,0,91,16,32,.500,0,0,,16,32,.500,.500,5,9,.556,19,20,39,5,5,4,2,18,37,https://www.basketball-reference.com/players/b/blairde01.html,,
2010-11,21,SAS,NBA,PF,4,0,50,7,21,.333,0,0,,7,21,.333,.333,3,5,.600,9,4,13,2,0,1,2,6,17,https://www.basketball-reference.com/players/b/blairde01.html,,
2011-12,22,SAS,NBA,PF,10,0,76,17,27,.630,0,0,,17,27,.630,.630,3,6,.500,7,16,23,2,3,1,1,10,37,https://www.basketball-reference.com/players/b/blairde01.html,,
2012-13,23,SAS,NBA,PF,12,0,76,21,34,.618,0,0,,21,34,.618,.618,5,9,.556,6,18,24,7,5,1,1,14,47,https://www.basketball-reference.com/players/b/blairde01.html,,
2013-14,24,DAL,NBA,PF,6,0,81,16,27,.593,0,0,,16,27,.593,.593,8,13,.615,14,23,37,1,12,0,5,14,40,https://www.basketball-reference.com/players/b/blairde01.html,,
2004-05,24,WAS,NBA,PG,4,0,17,1,4,.250,0,1,.000,1,3,.333,.250,0,0,,0,3,3,2,0,0,1,3,2,https://www.basketball-reference.com/players/b/blakest01.html,,
2006-07,26,DEN,NBA,PG,5,5,180,14,31,.452,8,16,.500,6,15,.400,.581,0,0,,1,11,12,23,3,0,10,8,36,https://www.basketball-reference.com/players/b/blakest01.html,,
2008-09,28,POR,NBA,PG,6,6,231,22,45,.489,10,24,.417,12,21,.571,.600,5,7,.714,4,20,24,37,5,0,9,11,59,https://www.basketball-reference.com/players/b/blakest01.html,,
2010-11,30,LAL,NBA,PG,9,0,145,7,23,.304,6,18,.333,1,5,.200,.435,0,0,,1,13,14,20,5,0,5,8,20,https://www.basketball-reference.com/players/b/blakest01.html,,
2011-12,31,LAL,NBA,PG,12,0,306,26,62,.419,18,43,.419,8,19,.421,.565,5,7,.714,8,26,34,27,8,2,15,21,75,https://www.basketball-reference.com/players/b/blakest01.html,,
2012-13,32,LAL,NBA,PG,2,2,75,11,28,.393,5,12,.417,6,16,.375,.482,1,1,1.000,0,8,8,5,4,3,4,8,28,https://www.basketball-reference.com/players/b/blakest01.html,,
2013-14,33,GSW,NBA,PG,6,0,45,4,12,.333,3,10,.300,1,2,.500,.458,0,1,.000,1,3,4,2,0,0,2,2,11,https://www.basketball-reference.com/players/b/blakest01.html,,
2014-15,34,POR,NBA,PG,5,0,43,2,11,.182,1,8,.125,1,3,.333,.227,2,2,1.000,0,1,1,8,0,1,2,4,7,https://www.basketball-reference.com/players/b/blakest01.html,,
2015-16,35,DET,NBA,PG,4,0,43,1,5,.200,1,2,.500,0,3,.000,.300,1,2,.500,0,4,4,10,0,0,5,7,4,https://www.basketball-reference.com/players/b/blakest01.html,,
2006-07,20,WAS,NBA,PF,2,0,25,4,6,.667,0,0,,4,6,.667,.667,1,1,1.000,3,4,7,0,0,0,1,2,9,https://www.basketball-reference.com/players/b/blatcan01.html,,
2007-08,21,WAS,NBA,PF,6,0,89,9,21,.429,0,1,.000,9,20,.450,.429,4,12,.333,7,13,20,1,2,6,5,15,22,https://www.basketball-reference.com/players/b/blatcan01.html,,
2012-13,26,BRK,NBA,C,7,0,138,29,58,.500,0,0,,29,58,.500,.500,14,17,.824,10,24,34,9,2,3,5,14,72,https://www.basketball-reference.com/players/b/blatcan01.html,,
2013-14,27,BRK,NBA,PF,12,0,172,26,58,.448,0,2,.000,26,56,.464,.448,25,30,.833,25,35,60,4,6,2,10,22,77,https://www.basketball-reference.com/players/b/blatcan01.html,,
2011-12,22,LAC,NBA,PG,11,0,189,37,63,.587,3,7,.429,34,56,.607,.611,10,16,.625,12,14,26,23,13,4,15,23,87,https://www.basketball-reference.com/players/b/bledser01.html,,
2012-13,23,LAC,NBA,PG,6,0,97,15,30,.500,1,9,.111,14,21,.667,.517,8,12,.667,2,13,15,18,2,3,5,10,39,https://www.basketball-reference.com/players/b/bledser01.html,,
2017-18,28,MIL,NBA,PG,7,7,225,37,84,.440,7,22,.318,30,62,.484,.482,14,20,.700,3,22,25,26,7,6,15,19,95,https://www.basketball-reference.com/players/b/bledser01.html,,
2018-19,29,MIL,NBA,PG,15,15,423,76,185,.411,17,72,.236,59,113,.522,.457,36,51,.706,20,36,56,64,16,6,33,28,205,https://www.basketball-reference.com/players/b/bledser01.html,,
2019-20,30,MIL,NBA,PG,9,9,267,38,98,.388,8,32,.250,30,66,.455,.429,21,26,.808,5,36,41,53,11,6,23,20,105,https://www.basketball-reference.com/players/b/bledser01.html,,
2007-08,27,ORL,NBA,SG,10,0,293,25,68,.368,15,45,.333,10,23,.435,.478,8,11,.727,4,38,42,11,4,0,7,26,73,https://www.basketball-reference.com/players/b/boganke01.html,,
2009-10,29,SAS,NBA,SF,8,0,55,2,10,.200,1,6,.167,1,4,.250,.250,0,0,,1,5,6,2,2,1,2,9,5,https://www.basketball-reference.com/players/b/boganke01.html,,
2010-11,30,CHI,NBA,SG,16,16,307,28,69,.406,25,59,.424,3,10,.300,.587,1,4,.250,4,16,20,12,10,3,7,26,82,https://www.basketball-reference.com/players/b/boganke01.html,,
2012-13,32,BRK,NBA,SG,2,0,23,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,2,2,2,0,0,1,3,0,https://www.basketball-reference.com/players/b/boganke01.html,,
2014-15,25,BRK,NBA,SF,6,5,206,23,59,.390,11,33,.333,12,26,.462,.483,5,7,.714,3,20,23,10,4,2,8,12,62,https://www.basketball-reference.com/players/b/bogdabo02.html,,
2016-17,27,WAS,NBA,SF,13,0,264,36,87,.414,16,45,.356,20,42,.476,.506,27,32,.844,10,46,56,9,6,1,8,17,115,https://www.basketball-reference.com/players/b/bogdabo02.html,,
2017-18,28,IND,NBA,SF,7,7,238,32,81,.395,17,45,.378,15,36,.417,.500,6,10,.600,1,23,24,13,6,0,13,23,87,https://www.basketball-reference.com/players/b/bogdabo02.html,,
2018-19,29,IND,NBA,SF,4,4,148,25,63,.397,7,22,.318,18,41,.439,.452,15,17,.882,3,20,23,11,8,0,6,7,72,https://www.basketball-reference.com/players/b/bogdabo02.html,,
2005-06,21,MIL,NBA,PF,5,5,172,20,46,.435,0,0,,20,46,.435,.435,3,8,.375,9,22,31,17,3,0,8,21,43,https://www.basketball-reference.com/players/b/bogutan01.html,,
