Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player_link
2005-06,23,DET,NBA,SG,8,0,32,1.8,10.6,.167,1.8,3.5,.500,0.0,7.1,.000,3.5,3.5,1.000,0.0,7.1,7.1,3.5,1.8,0.0,10.6,7.1,8.8,,47,104,https://www.basketball-reference.com/players/d/delfica01.html
2006-07,24,DET,NBA,SG,16,0,135,6.2,15.3,.405,1.2,6.6,.188,5.0,8.7,.571,1.7,2.5,.667,2.5,6.2,8.7,3.3,2.1,0.4,2.9,5.4,15.3,,93,102,https://www.basketball-reference.com/players/d/delfica01.html
2007-08,25,TOR,NBA,SG,5,0,121,6.6,16.3,.405,1.8,6.6,.267,4.8,9.7,.500,4.0,4.4,.900,2.2,8.3,10.5,4.8,1.8,0.0,1.3,6.1,18.9,,113,114,https://www.basketball-reference.com/players/d/delfica01.html
2009-10,27,MIL,NBA,SF,7,7,226,6.4,18.1,.356,3.7,9.2,.405,2.7,8.9,.306,0.7,1.0,.750,0.7,6.2,6.9,4.5,1.2,0.5,3.0,3.5,17.3,,94,111,https://www.basketball-reference.com/players/d/delfica01.html
2012-13,30,HOU,NBA,SF,5,0,120,6.3,16.8,.375,4.6,13.1,.355,1.7,3.8,.444,1.7,1.7,1.000,0.4,4.6,5.1,4.2,1.3,0.4,2.1,4.2,19.0,,108,114,https://www.basketball-reference.com/players/d/delfica01.html
2014-15,24,CLE,NBA,SG,20,7,497,5.0,14.5,.346,2.6,8.1,.316,2.4,6.4,.383,2.7,3.4,.781,1.1,3.3,4.4,5.6,1.0,0.0,3.7,5.5,15.2,,95,108,https://www.basketball-reference.com/players/d/dellama01.html
2015-16,25,CLE,NBA,PG,20,0,241,5.7,16.3,.351,1.8,6.8,.258,4.0,9.4,.419,4.0,5.3,.750,0.9,2.4,3.3,12.3,0.2,0.2,3.1,6.8,17.1,,110,113,https://www.basketball-reference.com/players/d/dellama01.html
2016-17,26,MIL,NBA,PG,6,0,159,5.3,13.7,.390,2.0,5.3,.375,3.3,8.3,.400,2.7,3.3,.800,0.3,3.7,4.0,4.0,0.3,0.0,2.3,1.7,15.3,,97,111,https://www.basketball-reference.com/players/d/dellama01.html
2017-18,27,MIL,NBA,PG,6,0,78,2.7,8.0,.333,1.3,6.0,.222,1.3,2.0,.667,1.3,1.3,1.000,0.7,2.7,3.3,10.7,1.3,0.0,4.0,4.0,8.0,,98,114,https://www.basketball-reference.com/players/d/dellama01.html
2005-06,20,CHI,NBA,SF,6,0,180,6.8,15.8,.429,0.3,1.4,.200,6.5,14.4,.451,3.4,5.9,.571,2.3,5.9,8.2,0.8,1.4,1.1,1.4,3.7,17.2,,96,107,https://www.basketball-reference.com/players/d/denglu01.html
2006-07,21,CHI,NBA,SF,10,10,410,11.5,22.0,.524,0.0,0.1,.000,11.5,21.9,.527,6.0,7.5,.807,3.9,7.5,11.4,3.1,1.3,0.9,3.0,2.9,29.1,,114,103,https://www.basketball-reference.com/players/d/denglu01.html
2009-10,24,CHI,NBA,SF,5,5,203,9.5,20.5,.463,0.3,3.1,.083,9.2,17.4,.529,4.9,6.7,.731,2.0,4.4,6.4,1.8,1.5,1.0,0.8,3.8,24.1,,111,115,https://www.basketball-reference.com/players/d/denglu01.html
2010-11,25,CHI,NBA,SF,16,16,687,7.9,18.5,.426,1.8,5.5,.324,6.1,13.0,.469,4.2,5.0,.839,2.2,6.4,8.5,3.5,1.9,0.8,2.1,3.2,21.7,,112,102,https://www.basketball-reference.com/players/d/denglu01.html
2011-12,26,CHI,NBA,SF,6,6,228,8.6,18.9,.456,1.9,5.3,.364,6.7,13.6,.491,1.0,1.7,.571,1.9,10.0,12.0,2.2,1.2,2.2,2.4,2.4,20.1,,97,96,https://www.basketball-reference.com/players/d/denglu01.html
2012-13,27,CHI,NBA,SF,5,5,224,7.8,20.6,.381,0.2,4.4,.056,7.6,16.2,.470,1.0,2.5,.400,1.2,8.1,9.3,4.7,1.2,0.7,2.9,2.9,16.9,,83,110,https://www.basketball-reference.com/players/d/denglu01.html
2015-16,30,MIA,NBA,PF,14,14,495,7.0,14.8,.471,2.6,6.1,.421,4.4,8.7,.506,3.4,4.1,.842,2.0,6.9,8.9,2.4,1.4,1.0,2.5,2.6,20.0,,115,102,https://www.basketball-reference.com/players/d/denglu01.html
2019-20,23,MIL,NBA,SG,10,1,165,6.7,14.8,.451,2.0,6.1,.333,4.6,8.7,.533,3.8,5.8,.650,2.3,7.0,9.3,3.5,2.0,0.9,2.9,6.1,19.1,,106,107,https://www.basketball-reference.com/players/d/divindo01.html
2017-18,21,NOP,NBA,PF,7,0,48,4.9,11.7,.417,0.0,0.0,,4.9,11.7,.417,0.0,0.0,,3.9,4.9,8.8,0.0,1.0,1.0,1.0,8.8,9.7,,92,110,https://www.basketball-reference.com/players/d/diallch01.html
2019-20,21,OKC,NBA,SF,3,0,25,7.7,21.1,.364,1.9,9.6,.200,5.8,11.5,.500,7.7,13.4,.571,3.8,7.7,11.5,1.9,0.0,3.8,3.8,0.0,24.9,,92,107,https://www.basketball-reference.com/players/d/diallha01.html
2005-06,23,PHO,NBA,PF,20,20,796,9.9,18.9,.526,0.2,0.5,.429,9.7,18.4,.528,4.4,5.7,.761,2.5,6.1,8.7,6.8,1.2,1.4,3.6,4.2,24.4,,112,112,https://www.basketball-reference.com/players/d/diawbo01.html
2006-07,24,PHO,NBA,PF,10,0,235,6.1,12.8,.475,0.0,1.3,.000,6.1,11.5,.528,2.2,3.3,.667,2.8,4.1,6.9,6.5,1.5,0.4,3.7,3.9,14.3,,100,108,https://www.basketball-reference.com/players/d/diawbo01.html
2007-08,25,PHO,NBA,PF,5,2,178,10.2,18.6,.547,0.0,2.0,.000,10.2,16.6,.614,0.9,1.7,.500,2.0,6.1,8.2,6.7,0.9,1.2,3.2,6.4,21.3,,107,107,https://www.basketball-reference.com/players/d/diawbo01.html
2009-10,27,CHA,NBA,PF,4,4,152,5.2,10.4,.500,0.4,3.3,.111,4.8,7.0,.684,0.4,0.7,.500,2.6,4.8,7.4,5.9,0.4,1.1,4.4,4.1,11.1,,90,115,https://www.basketball-reference.com/players/d/diawbo01.html
2011-12,29,SAS,NBA,PF,14,14,346,5.4,10.5,.514,1.4,2.7,.500,4.1,7.8,.519,0.9,1.2,.750,4.2,6.8,11.0,5.3,1.7,0.6,2.3,4.4,13.1,,121,104,https://www.basketball-reference.com/players/d/diawbo01.html
2012-13,30,SAS,NBA,PF,16,1,273,4.7,10.6,.444,1.0,2.6,.385,3.7,8.0,.463,2.4,2.7,.857,1.6,6.3,7.8,5.5,0.8,0.6,2.6,5.5,12.8,,107,104,https://www.basketball-reference.com/players/d/diawbo01.html
2013-14,31,SAS,NBA,PF,23,3,604,6.9,13.7,.500,1.5,3.9,.400,5.3,9.9,.539,2.8,4.1,.688,2.1,7.4,9.5,6.7,1.2,0.3,2.5,3.8,18.1,,118,106,https://www.basketball-reference.com/players/d/diawbo01.html
2014-15,32,SAS,NBA,PF,7,0,198,8.7,18.2,.479,1.0,4.6,.222,7.7,13.6,.566,2.3,3.3,.692,3.3,7.7,11.0,6.4,1.3,0.8,2.3,6.2,20.8,,112,107,https://www.basketball-reference.com/players/d/diawbo01.html
2015-16,33,SAS,NBA,PF,9,0,159,6.9,15.1,.457,0.7,2.0,.333,6.2,13.1,.475,1.0,1.3,.750,0.7,5.6,6.2,6.9,0.7,1.3,2.0,3.0,15.4,,104,106,https://www.basketball-reference.com/players/d/diawbo01.html
2016-17,34,UTA,NBA,PF,11,9,203,6.2,12.3,.500,1.5,3.6,.429,4.6,8.7,.529,2.3,2.6,.900,0.8,4.6,5.4,5.6,1.8,1.0,3.6,3.1,16.2,,105,112,https://www.basketball-reference.com/players/d/diawbo01.html
2006-07,24,DEN,NBA,SG,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,117,https://www.basketball-reference.com/players/d/diawaya01.html
2007-08,25,DEN,NBA,SG,3,0,8,12.3,30.8,.400,0.0,12.3,.000,12.3,18.5,.667,0.0,0.0,,0.0,6.2,6.2,0.0,0.0,0.0,0.0,0.0,24.7,,91,122,https://www.basketball-reference.com/players/d/diawaya01.html
2008-09,26,MIA,NBA,SF,5,0,21,2.8,8.3,.333,0.0,2.8,.000,2.8,5.5,.500,0.0,5.5,.000,0.0,13.8,13.8,0.0,2.8,0.0,0.0,5.5,5.5,,55,99,https://www.basketball-reference.com/players/d/diawaya01.html
2009-10,27,POR,NBA,PG,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,,219,127,https://www.basketball-reference.com/players/d/dienetr01.html
2017-18,28,MIN,NBA,C,5,0,70,4.3,13.0,.333,1.4,3.6,.400,2.9,9.4,.308,2.2,2.9,.750,2.2,10.8,13.0,2.9,1.4,2.9,0.7,4.3,12.3,,100,111,https://www.basketball-reference.com/players/d/dienggo01.html
2015-16,22,DET,NBA,PG,1,0,2,27.6,27.6,1.000,0.0,0.0,,27.6,27.6,1.000,0.0,0.0,,0.0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,55.3,,205,128,https://www.basketball-reference.com/players/d/dinwisp01.html
2018-19,25,BRK,NBA,PG,5,0,131,9.5,21.8,.435,3.2,8.4,.375,6.3,13.3,.474,3.5,4.9,.714,1.4,3.2,4.6,2.8,0.7,0.0,2.8,3.5,25.6,,103,121,https://www.basketball-reference.com/players/d/dinwisp01.html
2019-20,20,DAL,NBA,PG,6,6,215,14.0,28.0,.500,3.5,9.6,.364,10.5,18.4,.571,9.2,14.0,.656,0.9,12.0,12.9,11.4,1.5,0.7,6.8,3.7,40.7,,111,119,https://www.basketball-reference.com/players/d/doncilu01.html
2014-15,31,HOU,NBA,PF,6,0,13,0.0,7.3,.000,0.0,0.0,,0.0,7.3,.000,3.6,7.3,.500,3.6,10.9,14.5,7.3,0.0,0.0,3.6,7.3,3.6,,66,111,https://www.basketball-reference.com/players/d/dorsejo01.html
2019-20,20,OKC,NBA,SF,6,6,175,7.4,20.8,.355,3.6,13.7,.260,3.8,7.1,.538,2.2,4.1,.533,1.4,4.7,6.0,1.6,0.5,1.6,4.1,6.9,20.6,,83,110,https://www.basketball-reference.com/players/d/dortlu01.html
2010-11,24,NYK,NBA,SG,4,3,112,7.0,19.2,.366,3.3,8.4,.389,3.7,10.8,.348,2.8,2.8,1.000,0.9,5.1,6.1,4.2,0.9,0.0,1.9,5.6,20.1,,107,111,https://www.basketball-reference.com/players/d/douglto01.html
2011-12,25,NYK,NBA,PG,1,0,8,6.9,6.9,1.000,0.0,0.0,,6.9,6.9,1.000,0.0,0.0,,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,13.8,,203,119,https://www.basketball-reference.com/players/d/douglto01.html
2013-14,27,MIA,NBA,PG,10,0,29,5.8,17.3,.333,5.8,11.5,.500,0.0,5.8,.000,1.9,3.8,.500,1.9,5.8,7.7,9.6,0.0,0.0,1.9,5.8,19.2,,115,116,https://www.basketball-reference.com/players/d/douglto01.html
2013-14,27,CHA,NBA,SF,4,0,70,8.3,12.1,.688,3.0,6.1,.500,5.3,6.1,.875,9.1,10.6,.857,1.5,4.5,6.1,1.5,0.0,0.0,3.0,8.3,28.8,,144,117,https://www.basketball-reference.com/players/d/douglch01.html
2019-20,23,DEN,NBA,SG,12,0,125,5.7,13.5,.424,0.8,3.3,.250,4.9,10.2,.480,3.3,5.7,.571,0.8,6.5,7.3,4.9,0.8,0.8,3.3,5.3,15.5,,95,117,https://www.basketball-reference.com/players/d/doziepj01.html
2009-10,23,PHO,NBA,PG,16,0,237,9.6,22.3,.430,2.9,8.9,.325,6.7,13.4,.500,5.1,6.9,.742,2.2,4.2,6.5,8.0,0.9,0.2,3.6,4.0,27.2,,112,116,https://www.basketball-reference.com/players/d/dragigo01.html
2015-16,29,MIA,NBA,PG,14,14,472,10.3,23.2,.442,1.8,5.2,.348,8.5,18.0,.469,3.7,4.8,.767,1.2,6.5,7.8,6.1,0.7,0.3,3.5,5.2,26.1,,103,105,https://www.basketball-reference.com/players/d/dragigo01.html
2017-18,31,MIA,NBA,PG,5,5,156,10.7,23.0,.467,2.5,6.4,.381,8.3,16.5,.500,4.6,6.7,.682,0.9,3.1,4.0,7.0,1.5,0.0,4.6,4.6,28.5,,102,118,https://www.basketball-reference.com/players/d/dragigo01.html
2019-20,33,MIA,NBA,PG,17,16,553,10.8,24.3,.444,3.3,9.7,.346,7.4,14.6,.509,4.4,5.5,.803,1.2,5.1,6.2,6.8,1.5,0.2,3.5,4.5,29.3,,107,113,https://www.basketball-reference.com/players/d/dragigo01.html
2015-16,22,DET,NBA,C,4,4,131,11.8,22.8,.519,0.0,0.4,.000,11.8,22.4,.528,4.6,14.3,.324,5.1,10.1,15.2,0.0,0.4,2.5,1.7,3.4,28.3,,98,117,https://www.basketball-reference.com/players/d/drumman01.html
2018-19,25,DET,NBA,C,4,4,127,9.0,20.2,.444,0.0,0.4,.000,9.0,19.8,.453,3.4,7.8,.429,7.5,11.9,19.4,3.4,2.2,1.9,4.1,6.3,21.3,,92,114,https://www.basketball-reference.com/players/d/drumman01.html
2009-10,24,PHO,NBA,SF,16,0,377,5.6,12.0,.465,3.5,8.3,.424,2.1,3.8,.556,2.4,3.9,.607,2.1,6.3,8.4,3.9,2.5,0.8,1.3,5.2,17.1,,130,110,https://www.basketball-reference.com/players/d/dudleja01.html
2013-14,28,LAC,NBA,SF,7,0,45,3.3,12.2,.273,3.3,6.7,.500,0.0,5.6,.000,0.0,0.0,,0.0,6.7,6.7,2.2,1.1,0.0,0.0,5.6,10.0,,97,114,https://www.basketball-reference.com/players/d/dudleja01.html
2014-15,29,MIL,NBA,SG,6,0,110,6.6,14.1,.467,3.7,6.6,.571,2.8,7.5,.375,1.9,3.3,.571,1.4,3.7,5.2,3.7,5.6,0.9,2.3,5.6,18.7,,110,100,https://www.basketball-reference.com/players/d/dudleja01.html
2018-19,33,BRK,NBA,PF,4,2,82,1.7,6.2,.273,1.1,5.0,.222,0.6,1.1,.500,2.2,2.2,1.000,0.0,1.1,1.1,6.2,1.7,0.6,2.2,5.6,6.7,,98,120,https://www.basketball-reference.com/players/d/dudleja01.html
2019-20,34,LAL,NBA,PF,9,0,31,0.0,6.4,.000,0.0,4.8,.000,0.0,1.6,.000,0.0,0.0,,0.0,3.2,3.2,0.0,6.4,1.6,3.2,3.2,0.0,,0,100,https://www.basketball-reference.com/players/d/dudleja01.html
2004-05,22,CHI,NBA,PG,6,5,159,3.4,11.6,.297,1.9,6.9,.273,1.6,4.7,.333,2.8,3.4,.818,1.9,6.3,8.1,6.6,0.6,0.0,3.8,1.9,11.6,,92,111,https://www.basketball-reference.com/players/d/duhonch01.html
2005-06,23,CHI,NBA,PG,6,0,131,3.5,9.7,.360,2.7,6.2,.438,0.8,3.5,.222,1.9,2.3,.833,0.4,5.8,6.2,5.0,0.8,0.0,1.9,5.0,11.7,,108,110,https://www.basketball-reference.com/players/d/duhonch01.html
2006-07,24,CHI,NBA,PG,9,0,172,2.8,9.7,.290,1.9,5.9,.316,0.9,3.7,.250,2.5,3.1,.800,0.9,4.1,5.0,6.6,0.9,0.3,2.2,3.7,10.0,,100,106,https://www.basketball-reference.com/players/d/duhonch01.html
2010-11,28,ORL,NBA,PG,1,0,4,13.9,27.7,.500,13.9,27.7,.500,0.0,0.0,,27.7,27.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3,,183,109,https://www.basketball-reference.com/players/d/duhonch01.html
2011-12,29,ORL,NBA,PG,5,0,61,0.9,4.5,.200,0.9,2.7,.333,0.0,1.8,.000,0.0,1.8,.000,0.0,6.4,6.4,8.2,4.5,0.9,6.4,4.5,2.7,,51,101,https://www.basketball-reference.com/players/d/duhonch01.html
2012-13,30,LAL,NBA,PG,2,0,68,3.1,8.4,.364,2.3,6.1,.375,0.8,2.3,.333,0.0,0.0,,0.8,1.5,2.3,5.4,1.5,0.8,3.8,3.1,8.4,,83,116,https://www.basketball-reference.com/players/d/duhonch01.html
2004-05,24,DET,NBA,SF,14,0,38,3.0,10.4,.286,0.0,0.0,,3.0,10.4,.286,0.0,0.0,,3.0,5.9,8.9,0.0,0.0,0.0,1.5,8.9,5.9,,68,105,https://www.basketball-reference.com/players/d/duprero01.html
2009-10,21,OKC,NBA,SF,6,6,231,9.9,28.2,.350,2.3,8.0,.286,7.6,20.2,.375,12.4,14.2,.871,1.8,8.7,10.6,3.2,0.7,1.8,5.0,3.9,34.4,,98,106,https://www.basketball-reference.com/players/d/duranke01.html
2010-11,22,OKC,NBA,SF,17,17,722,11.3,25.3,.449,2.7,8.0,.339,8.6,17.3,.500,10.2,12.2,.838,1.3,8.9,10.2,3.5,1.2,1.4,3.1,3.8,35.6,,119,107,https://www.basketball-reference.com/players/d/duranke01.html
2011-12,23,OKC,NBA,SF,20,20,837,12.5,24.2,.517,2.6,7.0,.373,9.9,17.3,.575,8.4,9.8,.864,0.8,8.5,9.4,4.7,1.8,1.5,4.0,3.2,36.1,,119,107,https://www.basketball-reference.com/players/d/duranke01.html
2012-13,24,OKC,NBA,SF,11,11,485,11.9,26.2,.455,2.3,7.5,.314,9.6,18.8,.511,9.9,11.9,.830,0.7,9.8,10.6,7.4,1.5,1.3,4.6,2.8,36.2,,112,102,https://www.basketball-reference.com/players/d/duranke01.html
2013-14,25,OKC,NBA,SF,19,19,815,12.4,26.9,.460,2.7,8.0,.344,9.6,19.0,.508,8.4,10.4,.810,1.6,9.3,10.8,4.8,1.2,1.6,4.6,2.6,35.9,,110,108,https://www.basketball-reference.com/players/d/duranke01.html
2015-16,27,OKC,NBA,SF,18,18,726,12.2,28.3,.430,2.2,7.6,.282,10.0,20.6,.485,9.0,10.1,.890,0.9,8.0,8.9,4.2,1.3,1.3,4.5,2.6,35.5,,107,107,https://www.basketball-reference.com/players/d/duranke01.html
2016-17,28,GSW,NBA,PF,15,15,533,13.4,24.1,.556,3.4,7.7,.442,10.0,16.3,.610,8.3,9.2,.893,1.4,9.2,10.7,5.7,1.1,1.8,3.4,3.5,38.4,,129,105,https://www.basketball-reference.com/players/d/duranke01.html
2017-18,29,GSW,NBA,SF,21,21,807,13.1,26.8,.487,2.9,8.5,.341,10.2,18.3,.556,8.4,9.4,.901,0.8,9.2,10.1,6.1,0.9,1.5,3.1,2.7,37.5,,119,104,https://www.basketball-reference.com/players/d/duranke01.html
2018-19,30,GSW,NBA,SF,12,12,442,13.8,26.9,.514,3.9,8.9,.438,10.0,18.0,.552,11.3,12.5,.903,0.1,6.4,6.5,6.0,1.4,1.3,4.8,4.2,42.9,,121,112,https://www.basketball-reference.com/players/d/duranke01.html
2011-12,22,LAL,NBA,SG,9,6,126,6.8,16.7,.410,0.0,1.3,.000,6.8,15.4,.444,2.1,3.4,.625,3.0,5.6,8.5,2.6,1.3,3.0,0.9,5.6,15.8,,102,110,https://www.basketball-reference.com/players/e/ebankde01.html
2019-20,21,BOS,NBA,SG,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,16.6,16.6,0.0,0.0,0.0,0.0,0.0,0.0,,,106,https://www.basketball-reference.com/players/e/edwarca01.html
2013-14,26,DAL,NBA,SG,2,0,14,7.5,22.4,.333,7.5,22.4,.333,0.0,0.0,,7.5,7.5,1.000,0.0,7.5,7.5,7.5,0.0,0.0,7.5,3.7,29.8,,102,116,https://www.basketball-reference.com/players/e/ellinwa01.html
2017-18,30,MIA,NBA,SG,5,0,101,5.7,16.6,.343,5.7,14.2,.400,0.0,2.4,.000,1.4,1.4,1.000,0.5,3.3,3.8,1.4,0.9,0.9,1.4,4.3,18.5,,101,118,https://www.basketball-reference.com/players/e/ellinwa01.html
2018-19,31,DET,NBA,SG,4,4,131,4.0,12.7,.314,2.5,8.0,.318,1.4,4.7,.308,0.7,0.7,1.000,1.1,4.3,5.4,1.8,1.1,0.0,0.7,1.4,11.2,,91,123,https://www.basketball-reference.com/players/e/ellinwa01.html
2006-07,21,GSW,NBA,SG,11,6,238,6.8,17.4,.390,0.2,1.9,.111,6.6,15.5,.425,4.9,5.9,.821,1.7,3.6,5.3,2.1,2.1,0.4,4.2,4.9,18.6,,88,112,https://www.basketball-reference.com/players/e/ellismo01.html
2012-13,27,MIL,NBA,SG,4,4,152,8.4,19.2,.436,1.0,6.6,.158,7.3,12.5,.583,2.1,5.6,.375,0.7,3.8,4.5,7.7,3.5,0.3,4.9,2.8,19.9,,86,109,https://www.basketball-reference.com/players/e/ellismo01.html
2013-14,28,DAL,NBA,SG,7,7,249,10.9,26.6,.409,2.5,7.1,.353,8.4,19.5,.430,5.7,6.5,.871,1.3,2.3,3.6,4.2,1.9,0.2,3.1,4.0,30.0,,104,114,https://www.basketball-reference.com/players/e/ellismo01.html
2014-15,29,DAL,NBA,SG,5,5,197,12.4,26.5,.468,2.6,7.2,.367,9.8,19.4,.506,3.6,4.8,.750,1.0,2.9,3.8,6.2,2.4,0.7,3.8,4.3,31.1,,108,112,https://www.basketball-reference.com/players/e/ellismo01.html
2015-16,30,IND,NBA,SG,7,7,225,7.9,18.3,.434,1.7,5.0,.333,6.2,13.2,.473,1.9,2.4,.800,1.0,5.5,6.5,7.2,3.6,0.0,4.1,4.1,19.5,,98,102,https://www.basketball-reference.com/players/e/ellismo01.html
2016-17,31,IND,NBA,SG,4,2,76,5.3,13.3,.400,1.3,5.3,.250,4.0,8.0,.500,2.7,3.3,.800,0.7,4.7,5.3,3.3,1.3,0.7,2.7,3.3,14.7,,98,121,https://www.basketball-reference.com/players/e/ellismo01.html
2003-04,27,DEN,NBA,C,4,0,60,6.1,10.5,.583,0.0,0.0,,6.1,10.5,.583,0.9,1.8,.500,0.9,7.0,7.9,1.8,1.8,0.9,2.6,12.3,13.1,,99,102,https://www.basketball-reference.com/players/e/elsonfr01.html
2004-05,28,DEN,NBA,C,1,0,6,0.0,8.8,.000,0.0,0.0,,0.0,8.8,.000,0.0,0.0,,0.0,26.5,26.5,0.0,0.0,0.0,0.0,0.0,0.0,,0,100,https://www.basketball-reference.com/players/e/elsonfr01.html
2005-06,29,DEN,NBA,C,5,2,75,2.1,3.5,.600,0.0,0.0,,2.1,3.5,.600,0.0,0.0,,3.5,4.2,7.7,1.4,2.8,0.0,2.1,9.0,4.2,,94,103,https://www.basketball-reference.com/players/e/elsonfr01.html
2006-07,30,SAS,NBA,C,20,8,230,6.1,10.3,.591,0.0,0.2,.000,6.1,10.1,.605,3.3,4.7,.700,5.2,9.4,14.6,0.5,1.9,1.4,4.5,9.6,15.5,,102,100,https://www.basketball-reference.com/players/e/elsonfr01.html
2017-18,23,PHI,NBA,C,8,8,278,10.6,24.4,.435,1.4,5.1,.276,9.2,19.3,.477,7.6,10.8,.705,4.1,13.8,17.9,4.2,1.2,2.5,5.1,5.5,30.3,,101,102,https://www.basketball-reference.com/players/e/embiijo01.html
2018-19,24,PHI,NBA,C,11,11,334,9.9,23.1,.428,1.7,5.7,.308,8.1,17.4,.467,10.8,13.1,.822,3.1,13.7,16.7,5.4,1.2,3.6,5.8,4.9,32.3,,106,100,https://www.basketball-reference.com/players/e/embiijo01.html
2019-20,25,PHI,NBA,C,4,4,145,11.8,25.7,.459,1.4,5.6,.250,10.4,20.2,.517,16.7,20.5,.814,3.8,13.2,17.0,1.7,2.1,1.7,5.2,6.3,41.7,,115,111,https://www.basketball-reference.com/players/e/embiijo01.html
2016-17,26,MEM,NBA,SF,6,4,159,5.6,13.4,.421,2.1,6.7,.316,3.5,6.7,.526,4.2,4.9,.857,2.8,6.0,8.8,2.5,1.8,0.7,2.5,7.0,17.6,,111,119,https://www.basketball-reference.com/players/e/ennisja01.html
2018-19,28,PHI,NBA,SF,11,0,232,6.5,13.4,.484,1.9,6.7,.281,4.6,6.7,.688,2.5,4.0,.632,3.3,5.4,8.8,2.5,0.8,0.6,2.1,6.5,17.4,,114,110,https://www.basketball-reference.com/players/e/ennisja01.html
2019-20,29,ORL,NBA,SG,5,5,119,4.6,13.5,.343,1.5,6.2,.250,3.1,7.3,.421,2.7,3.5,.778,2.3,8.9,11.2,2.3,1.9,0.8,2.3,7.3,13.5,,89,109,https://www.basketball-reference.com/players/e/ennisja01.html
2014-15,20,MIL,NBA,PG,1,0,16,6.4,29.0,.222,3.2,16.1,.200,3.2,12.9,.250,0.0,0.0,,9.7,3.2,12.9,9.7,0.0,0.0,0.0,3.2,16.1,,87,114,https://www.basketball-reference.com/players/e/ennisty01.html
2018-19,21,GSW,NBA,SG,7,0,18,5.4,13.6,.400,2.7,5.4,.500,2.7,8.2,.333,0.0,0.0,,0.0,2.7,2.7,2.7,0.0,0.0,5.4,2.7,13.6,,74,120,https://www.basketball-reference.com/players/e/evansja02.html
2011-12,24,UTA,NBA,SF,2,0,7,0.0,7.5,.000,0.0,0.0,,0.0,7.5,.000,14.9,14.9,1.000,0.0,22.4,22.4,7.5,7.5,0.0,0.0,7.5,14.9,,140,93,https://www.basketball-reference.com/players/e/evansje01.html
2014-15,25,NOP,NBA,SG,4,4,125,5.8,18.0,.326,0.8,4.6,.182,5.0,13.4,.375,4.2,7.1,.588,1.3,7.1,8.4,8.4,2.1,0.4,2.5,4.2,16.7,,92,115,https://www.basketball-reference.com/players/e/evansty01.html
2018-19,29,IND,NBA,SG,4,0,84,12.6,28.8,.438,6.6,12.0,.550,6.0,16.8,.357,4.8,8.4,.571,0.0,10.2,10.2,1.8,1.2,0.6,3.6,4.8,36.6,,97,104,https://www.basketball-reference.com/players/e/evansty01.html
2005-06,22,LAC,NBA,SG,6,0,5,10.3,10.3,1.000,0.0,0.0,,10.3,10.3,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,,200,116,https://www.basketball-reference.com/players/e/ewingda01.html
2010-11,26,NOH,NBA,SF,2,0,2,28.1,28.1,1.000,28.1,28.1,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,,300,123,https://www.basketball-reference.com/players/e/ewingpa02.html
2016-17,21,UTA,NBA,PG,7,0,84,6.8,16.7,.407,2.5,7.4,.333,4.3,9.3,.467,3.7,3.7,1.000,1.2,2.5,3.7,5.6,3.1,0.0,1.9,6.2,19.8,,111,111,https://www.basketball-reference.com/players/e/exumda01.html
2017-18,22,UTA,NBA,PG,10,0,114,8.6,17.7,.488,0.9,3.0,.286,7.8,14.6,.529,3.9,5.2,.750,1.7,4.3,6.0,4.3,0.4,0.4,6.5,6.5,22.0,,91,112,https://www.basketball-reference.com/players/e/exumda01.html
2011-12,22,LAL,NBA,SF,3,0,9,12.0,17.9,.667,0.0,0.0,,12.0,17.9,.667,0.0,6.0,.000,6.0,6.0,12.0,6.0,6.0,6.0,6.0,17.9,23.9,,99,96,https://www.basketball-reference.com/players/e/eyengch01.html
2012-13,23,GSW,NBA,C,12,3,134,2.3,5.0,.462,0.0,0.0,,2.3,5.0,.462,4.6,8.0,.571,5.0,6.5,11.4,0.8,1.1,2.7,4.6,9.1,9.1,,88,105,https://www.basketball-reference.com/players/e/ezelife01.html
2014-15,25,GSW,NBA,C,20,0,183,7.6,14.0,.540,0.0,0.0,,7.6,14.0,.540,4.5,8.1,.552,6.7,10.6,17.4,1.7,0.3,2.8,3.4,7.0,19.6,,109,99,https://www.basketball-reference.com/players/e/ezelife01.html
