Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player_link
2007-08,22,WAS,NBA,C,3,0,8,0.0,6.8,.000,0.0,0.0,,0.0,6.8,.000,13.7,13.7,1.000,0.0,6.8,6.8,0.0,6.8,6.8,0.0,0.0,13.7,,125,93,https://www.basketball-reference.com/players/p/pecheol01.html
2019-20,26,PHI,NBA,C,1,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,,,100,https://www.basketball-reference.com/players/p/pelleno01.html
2004-05,20,BOS,NBA,C,6,0,28,8.0,10.0,.800,0.0,0.0,,8.0,10.0,.800,2.0,6.0,.333,6.0,6.0,12.0,0.0,0.0,6.0,6.0,14.0,18.0,,97,101,https://www.basketball-reference.com/players/p/perkike01.html
2007-08,23,BOS,NBA,C,25,25,631,5.5,9.4,.585,0.0,0.1,.000,5.5,9.3,.590,3.5,5.2,.678,4.6,8.9,13.5,1.2,1.3,2.8,2.7,8.1,14.5,,114,101,https://www.basketball-reference.com/players/p/perkike01.html
2008-09,24,BOS,NBA,C,14,14,512,7.5,13.0,.575,0.0,0.1,.000,7.5,12.9,.579,2.1,3.1,.667,5.2,11.4,16.6,2.1,0.6,3.8,3.4,5.2,17.0,,108,103,https://www.basketball-reference.com/players/p/perkike01.html
2009-10,25,BOS,NBA,C,23,23,575,4.6,9.0,.510,0.0,0.1,.000,4.6,8.9,.516,3.1,5.1,.600,3.8,9.5,13.4,2.1,0.8,3.0,4.0,7.4,12.3,,94,100,https://www.basketball-reference.com/players/p/perkike01.html
2010-11,26,OKC,NBA,C,17,17,479,3.2,7.1,.453,0.0,0.0,,3.2,7.1,.453,2.1,3.6,.576,4.1,7.3,11.4,1.4,0.4,1.4,3.0,6.3,8.5,,94,110,https://www.basketball-reference.com/players/p/perkike01.html
2011-12,27,OKC,NBA,C,20,20,517,3.8,9.1,.416,0.0,0.0,,3.8,9.1,.416,2.1,2.6,.800,3.6,9.1,12.7,1.3,0.7,2.6,3.0,6.0,9.6,,92,107,https://www.basketball-reference.com/players/p/perkike01.html
2012-13,28,OKC,NBA,C,11,11,210,2.5,9.4,.263,0.0,0.2,.000,2.5,9.1,.270,1.0,1.0,1.000,3.7,6.4,10.1,1.7,2.0,1.2,5.7,9.6,5.9,,57,103,https://www.basketball-reference.com/players/p/perkike01.html
2013-14,29,OKC,NBA,C,19,19,384,3.3,6.1,.533,0.0,0.0,,3.3,6.1,.533,1.6,2.0,.800,4.5,9.3,13.8,1.9,0.5,0.8,3.4,8.7,8.1,,100,110,https://www.basketball-reference.com/players/p/perkike01.html
2014-15,30,CLE,NBA,C,8,0,33,3.2,12.8,.250,0.0,0.0,,3.2,12.8,.250,9.6,16.0,.600,3.2,11.2,14.4,0.0,0.0,4.8,6.4,9.6,16.0,,72,100,https://www.basketball-reference.com/players/p/perkike01.html
2008-09,23,DEN,NBA,C,10,0,26,4.0,18.0,.222,0.0,0.0,,4.0,18.0,.222,10.0,16.0,.625,4.0,8.0,12.0,2.0,0.0,2.0,2.0,8.0,18.0,,87,110,https://www.basketball-reference.com/players/p/petrojo01.html
2009-10,24,DEN,NBA,C,6,1,45,6.7,12.2,.545,0.0,0.0,,6.7,12.2,.545,1.1,2.2,.500,2.2,10.0,12.2,1.1,1.1,3.3,3.3,14.4,14.4,,95,111,https://www.basketball-reference.com/players/p/petrojo01.html
2012-13,27,ATL,NBA,C,6,4,101,7.3,14.1,.519,0.0,0.0,,7.3,14.1,.519,0.5,1.0,.500,2.1,9.4,11.5,2.1,0.5,2.1,1.6,9.4,15.1,,100,103,https://www.basketball-reference.com/players/p/petrojo01.html
2006-07,24,GSW,NBA,SF,11,0,209,4.1,11.8,.347,1.7,6.5,.259,2.4,5.3,.455,6.0,8.7,.694,3.1,7.0,10.1,1.4,1.2,2.2,1.7,7.7,15.9,,110,109,https://www.basketball-reference.com/players/p/pietrmi01.html
2008-09,26,ORL,NBA,SG,24,0,618,7.3,15.2,.483,3.2,8.4,.385,4.1,6.8,.603,4.1,5.7,.723,1.7,3.7,5.4,1.2,1.6,1.1,1.9,6.7,21.9,,117,107,https://www.basketball-reference.com/players/p/pietrmi01.html
2009-10,27,ORL,NBA,SF,14,0,282,6.9,15.7,.438,5.5,12.0,.459,1.4,3.7,.368,3.9,5.9,.667,0.4,3.5,3.9,2.0,1.8,1.2,1.2,5.3,23.2,,126,103,https://www.basketball-reference.com/players/p/pietrmi01.html
2011-12,29,BOS,NBA,SG,20,1,393,3.3,10.2,.329,1.7,7.5,.222,1.7,2.6,.632,1.3,2.2,.563,1.7,4.0,5.7,0.3,1.9,0.7,1.3,7.0,9.6,,86,102,https://www.basketball-reference.com/players/p/pietrmi01.html
2018-19,23,BRK,NBA,SG,3,0,22,6.3,16.7,.375,6.3,14.6,.429,0.0,2.1,.000,0.0,0.0,,0.0,6.3,6.3,6.3,4.2,0.0,2.1,0.0,18.8,,113,112,https://www.basketball-reference.com/players/p/pinsoth01.html
2011-12,23,MIA,NBA,C,3,1,8,0.0,13.6,.000,0.0,0.0,,0.0,13.6,.000,0.0,0.0,,0.0,0.0,0.0,6.8,0.0,6.8,0.0,13.6,0.0,,31,103,https://www.basketball-reference.com/players/p/pittmde01.html
2003-04,21,NJN,NBA,SG,6,0,15,0.0,7.2,.000,0.0,3.6,.000,0.0,3.6,.000,3.6,7.2,.500,0.0,3.6,3.6,7.2,0.0,0.0,7.2,7.2,3.6,,40,102,https://www.basketball-reference.com/players/p/planizo01.html
2004-05,22,NJN,NBA,PG,3,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,121,https://www.basketball-reference.com/players/p/planizo01.html
2005-06,23,NJN,NBA,PG,3,0,6,0.0,9.0,.000,0.0,0.0,,0.0,9.0,.000,0.0,18.1,.000,0.0,9.0,9.0,18.1,9.0,0.0,9.0,9.0,0.0,,33,91,https://www.basketball-reference.com/players/p/planizo01.html
2013-14,23,BRK,NBA,C,10,0,114,3.4,7.8,.438,0.0,0.0,,3.4,7.8,.438,3.9,8.8,.444,2.4,8.8,11.2,1.0,1.5,3.4,4.4,11.7,10.7,,77,108,https://www.basketball-reference.com/players/p/plumlma01.html
2014-15,24,BRK,NBA,C,6,0,49,4.2,6.3,.667,0.0,0.0,,4.2,6.3,.667,4.2,11.5,.364,2.1,6.3,8.3,2.1,4.2,2.1,3.1,10.4,12.5,,94,99,https://www.basketball-reference.com/players/p/plumlma01.html
2015-16,25,POR,NBA,C,11,11,306,4.6,11.4,.400,0.0,0.0,,4.6,11.4,.400,3.4,5.4,.636,6.0,15.2,21.2,8.6,1.1,1.8,4.1,6.8,12.6,,104,105,https://www.basketball-reference.com/players/p/plumlma01.html
2018-19,28,DEN,NBA,C,14,0,218,5.7,11.2,.511,0.0,0.2,.000,5.7,10.9,.522,3.8,6.7,.571,6.2,8.6,14.7,5.0,1.7,2.4,1.9,9.3,15.2,,122,109,https://www.basketball-reference.com/players/p/plumlma01.html
2019-20,29,DEN,NBA,C,19,0,206,4.7,9.7,.487,0.0,0.2,.000,4.7,9.4,.500,2.0,3.0,.667,7.7,7.4,15.1,6.2,1.0,2.0,2.7,9.9,11.4,,122,115,https://www.basketball-reference.com/players/p/plumlma01.html
2014-15,26,MIL,NBA,C,1,0,16,3.2,25.8,.125,0.0,0.0,,3.2,25.8,.125,3.2,6.4,.500,9.7,9.7,19.3,3.2,0.0,3.2,3.2,3.2,9.7,,54,106,https://www.basketball-reference.com/players/p/plumlmi01.html
2016-17,21,TOR,NBA,C,6,0,26,9.9,21.8,.455,0.0,0.0,,9.9,21.8,.455,0.0,4.0,.000,11.9,11.9,23.8,0.0,2.0,2.0,0.0,5.9,19.8,,106,105,https://www.basketball-reference.com/players/p/poeltja01.html
2017-18,22,TOR,NBA,C,9,0,140,6.1,11.2,.548,0.0,0.4,.000,6.1,10.8,.567,5.4,6.9,.789,5.4,7.6,13.0,2.2,1.1,1.4,2.9,9.0,17.7,,121,116,https://www.basketball-reference.com/players/p/poeltja01.html
2018-19,23,SAS,NBA,C,7,7,177,6.8,10.6,.639,0.0,0.3,.000,6.8,10.3,.657,1.5,2.7,.556,7.4,8.6,15.9,3.5,0.6,1.5,0.9,7.7,15.1,,143,114,https://www.basketball-reference.com/players/p/poeltja01.html
2019-20,26,BOS,NBA,C,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,24.9,24.9,0.0,0.0,0.0,0.0,,232,59,https://www.basketball-reference.com/players/p/poirivi01.html
2010-11,22,NOH,NBA,SF,3,0,9,6.3,37.5,.167,0.0,18.8,.000,6.3,18.8,.333,0.0,0.0,,0.0,6.3,6.3,6.3,0.0,0.0,0.0,6.3,12.5,,46,117,https://www.basketball-reference.com/players/p/pondequ01.html
2011-12,23,MEM,NBA,SF,7,0,114,5.8,8.6,.667,1.0,1.9,.500,4.8,6.7,.714,3.4,4.3,.778,1.4,6.2,7.7,1.0,1.9,0.0,2.4,6.2,15.9,,126,103,https://www.basketball-reference.com/players/p/pondequ01.html
2012-13,24,MEM,NBA,SF,15,0,357,7.0,14.3,.489,3.7,8.1,.453,3.3,6.2,.537,2.6,4.3,.607,1.4,4.4,5.8,1.7,1.7,0.3,1.4,4.7,20.2,,121,107,https://www.basketball-reference.com/players/p/pondequ01.html
2014-15,26,NOP,NBA,SF,4,4,124,4.2,11.8,.357,1.3,4.2,.300,2.9,7.6,.389,2.5,2.9,.857,1.3,7.2,8.4,5.1,2.9,0.0,0.4,5.5,12.2,,113,113,https://www.basketball-reference.com/players/p/pondequ01.html
2018-19,30,SAS,NBA,SF,5,0,12,0.0,8.7,.000,0.0,4.4,.000,0.0,4.4,.000,0.0,0.0,,0.0,4.4,4.4,8.7,4.4,0.0,0.0,8.7,0.0,,52,110,https://www.basketball-reference.com/players/p/pondequ01.html
2019-20,21,DEN,NBA,SF,19,3,451,8.8,18.6,.476,3.8,10.1,.382,5.0,8.5,.587,2.9,4.0,.743,2.4,12.0,14.4,1.8,1.5,0.7,2.8,4.9,24.4,,112,113,https://www.basketball-reference.com/players/p/portemi01.html
2013-14,20,WAS,NBA,SF,3,0,6,9.1,27.3,.333,0.0,9.1,.000,9.1,18.2,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,,73,110,https://www.basketball-reference.com/players/p/porteot01.html
2014-15,21,WAS,NBA,SF,10,0,331,6.0,13.5,.443,1.8,4.9,.375,4.1,8.6,.482,1.5,3.2,.476,3.7,8.6,12.3,2.8,1.8,0.3,0.9,2.5,15.3,,115,101,https://www.basketball-reference.com/players/p/porteot01.html
2016-17,23,WAS,NBA,SF,13,13,428,6.7,12.6,.532,1.3,4.5,.282,5.5,8.1,.671,3.6,4.1,.886,1.7,8.7,10.4,2.7,2.4,0.8,1.2,3.0,18.3,,130,109,https://www.basketball-reference.com/players/p/porteot01.html
2017-18,24,WAS,NBA,SF,5,5,158,6.3,12.8,.488,1.6,3.8,.417,4.7,9.1,.517,1.6,2.5,.625,0.3,7.5,7.8,2.5,1.9,1.6,0.9,1.9,15.6,,111,111,https://www.basketball-reference.com/players/p/porteot01.html
2016-17,21,CHI,NBA,PF,6,0,121,7.3,14.2,.515,2.6,5.6,.462,4.7,8.6,.550,0.0,0.0,,2.2,13.4,15.5,3.0,1.3,1.3,2.6,4.3,17.2,,112,109,https://www.basketball-reference.com/players/p/portibo01.html
2019-20,24,DAL,NBA,C,3,3,94,10.5,20.0,.525,4.5,8.5,.529,6.0,11.5,.522,10.0,11.5,.870,1.5,11.5,13.0,1.0,0.0,1.5,1.5,4.5,35.5,,137,122,https://www.basketball-reference.com/players/p/porzikr01.html
2007-08,24,BOS,NBA,C,23,1,270,7.4,15.1,.493,0.0,0.0,,7.4,15.1,.493,9.1,13.7,.667,6.6,6.2,12.8,0.8,0.0,0.6,2.5,9.3,24.0,,118,108,https://www.basketball-reference.com/players/p/powele01.html
2008-09,25,BOS,NBA,PF,2,0,24,6.6,15.3,.429,0.0,0.0,,6.6,15.3,.429,8.8,13.1,.667,2.2,17.5,19.7,0.0,0.0,0.0,2.2,6.6,21.9,,103,105,https://www.basketball-reference.com/players/p/powele01.html
2009-10,26,CLE,NBA,SF,3,0,9,5.8,23.0,.250,0.0,0.0,,5.8,23.0,.250,17.3,23.0,.750,5.8,5.8,11.5,0.0,0.0,0.0,5.8,17.3,28.8,,88,111,https://www.basketball-reference.com/players/p/powele01.html
2010-11,27,MEM,NBA,C,4,0,14,7.6,30.5,.250,0.0,0.0,,7.6,30.5,.250,11.4,15.2,.750,7.6,7.6,15.2,0.0,0.0,0.0,0.0,0.0,26.7,,93,111,https://www.basketball-reference.com/players/p/powele01.html
2014-15,23,DAL,NBA,PF,2,0,3,0.0,15.7,.000,0.0,0.0,,0.0,15.7,.000,0.0,0.0,,0.0,15.7,15.7,15.7,0.0,0.0,0.0,15.7,0.0,,54,109,https://www.basketball-reference.com/players/p/poweldw01.html
2015-16,24,DAL,NBA,PF,4,0,64,7.3,15.5,.474,0.0,0.8,.000,7.3,14.7,.500,4.9,9.0,.545,7.3,6.5,13.9,3.3,0.8,0.0,0.8,4.1,19.6,,117,123,https://www.basketball-reference.com/players/p/poweldw01.html
2005-06,23,DAL,NBA,PF,6,0,25,0.0,8.6,.000,0.0,0.0,,0.0,8.6,.000,0.0,0.0,,4.3,0.0,4.3,2.2,0.0,0.0,2.2,10.8,0.0,,38,113,https://www.basketball-reference.com/players/p/poweljo01.html
2006-07,24,GSW,NBA,PF,4,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.4,16.8,.500,8.4,0.0,8.4,0.0,0.0,8.4,0.0,0.0,8.4,,152,113,https://www.basketball-reference.com/players/p/poweljo01.html
2008-09,26,LAL,NBA,PF,14,0,73,7.9,18.8,.423,0.7,0.7,1.000,7.2,18.0,.400,4.3,4.3,1.000,5.1,7.2,12.3,2.9,0.0,0.7,2.9,5.8,20.9,,107,108,https://www.basketball-reference.com/players/p/poweljo01.html
2009-10,27,LAL,NBA,PF,13,0,40,4.0,10.7,.375,0.0,1.3,.000,4.0,9.4,.429,4.0,5.4,.750,2.7,5.4,8.0,1.3,0.0,0.0,1.3,12.1,12.1,,104,114,https://www.basketball-reference.com/players/p/poweljo01.html
2010-11,28,ATL,NBA,PF,9,0,48,5.8,10.5,.556,0.0,0.0,,5.8,10.5,.556,0.0,0.0,,3.5,7.0,10.5,1.2,0.0,0.0,2.3,9.3,11.6,,101,110,https://www.basketball-reference.com/players/p/poweljo01.html
2015-16,22,TOR,NBA,SG,18,3,206,7.0,18.2,.386,1.8,6.8,.269,5.2,11.5,.455,1.8,2.1,.875,1.0,6.0,7.0,1.6,3.4,0.5,1.3,4.7,17.7,,97,105,https://www.basketball-reference.com/players/p/powelno01.html
2016-17,23,TOR,NBA,SG,9,5,227,7.9,18.6,.427,3.4,7.7,.441,4.5,10.9,.417,4.5,5.4,.833,1.1,5.2,6.4,3.2,2.3,0.7,3.4,5.7,23.8,,103,110,https://www.basketball-reference.com/players/p/powelno01.html
2017-18,24,TOR,NBA,SG,6,0,40,5.1,17.7,.286,1.3,8.9,.143,3.8,8.9,.429,3.8,5.1,.750,0.0,2.5,2.5,2.5,0.0,0.0,1.3,5.1,15.2,,83,123,https://www.basketball-reference.com/players/p/powelno01.html
2018-19,25,TOR,NBA,SG,23,0,366,7.6,17.2,.444,3.3,8.5,.387,4.4,8.7,.500,1.9,2.6,.737,0.7,6.3,7.0,3.6,1.2,0.0,1.6,4.2,20.5,,109,107,https://www.basketball-reference.com/players/p/powelno01.html
2019-20,26,TOR,NBA,SG,11,0,273,9.0,18.4,.490,3.9,9.2,.423,5.1,9.2,.558,4.1,5.1,.793,0.7,3.9,4.6,2.0,1.1,0.5,2.0,5.1,26.1,,115,108,https://www.basketball-reference.com/players/p/powelno01.html
2014-15,23,BOS,NBA,PG,2,0,5,0.0,30.9,.000,0.0,10.3,.000,0.0,20.6,.000,0.0,0.0,,10.3,0.0,10.3,0.0,0.0,10.3,0.0,10.3,0.0,,25,109,https://www.basketball-reference.com/players/p/pressph01.html
2010-11,24,IND,NBA,PG,5,0,80,8.7,23.3,.371,4.7,10.7,.438,4.0,12.7,.316,6.0,6.7,.900,1.3,3.3,4.7,4.0,2.0,0.0,4.7,3.3,28.0,,102,112,https://www.basketball-reference.com/players/p/priceaj01.html
2011-12,25,IND,NBA,PG,4,0,7,7.8,15.6,.500,0.0,0.0,,7.8,15.6,.500,0.0,0.0,,7.8,7.8,15.6,7.8,0.0,0.0,0.0,0.0,15.6,,135,106,https://www.basketball-reference.com/players/p/priceaj01.html
2005-06,22,SAC,NBA,PG,4,0,9,0.0,18.2,.000,0.0,0.0,,0.0,18.2,.000,0.0,0.0,,0.0,0.0,0.0,6.1,0.0,0.0,0.0,6.1,0.0,,21,127,https://www.basketball-reference.com/players/p/pricero01.html
2007-08,24,UTA,NBA,PG,12,0,68,7.9,24.6,.323,2.4,11.1,.214,5.5,13.5,.412,7.9,10.3,.769,0.8,2.4,3.2,8.7,4.8,1.6,4.8,4.8,26.2,,97,106,https://www.basketball-reference.com/players/p/pricero01.html
2008-09,25,UTA,NBA,PG,2,0,16,9.6,32.1,.300,0.0,9.6,.000,9.6,22.5,.429,6.4,6.4,1.000,9.6,0.0,9.6,16.1,3.2,0.0,0.0,12.8,25.7,,111,115,https://www.basketball-reference.com/players/p/pricero01.html
2009-10,26,UTA,NBA,PG,10,0,90,4.0,13.6,.292,1.1,4.0,.286,2.8,9.7,.294,2.3,4.5,.500,2.8,2.8,5.7,7.9,2.3,0.6,1.1,11.4,11.4,,100,116,https://www.basketball-reference.com/players/p/pricero01.html
2012-13,35,NYK,NBA,PG,11,10,230,4.1,10.4,.395,3.1,7.2,.433,1.0,3.1,.308,0.5,1.0,.500,0.5,3.6,4.1,8.4,3.4,0.2,1.4,5.1,11.8,,121,98,https://www.basketball-reference.com/players/p/prigipa01.html
2014-15,37,HOU,NBA,PG,17,0,293,3.1,9.2,.333,1.9,6.6,.293,1.1,2.6,.438,0.5,0.6,.750,1.0,2.1,3.1,6.3,2.4,0.0,1.9,6.5,8.6,,100,111,https://www.basketball-reference.com/players/p/prigipa01.html
2015-16,38,LAC,NBA,PG,5,0,26,0.0,9.9,.000,0.0,3.9,.000,0.0,5.9,.000,0.0,0.0,,3.9,2.0,5.9,13.8,0.0,0.0,5.9,15.8,0.0,,52,113,https://www.basketball-reference.com/players/p/prigipa01.html
2016-17,22,ATL,NBA,SF,6,6,187,7.6,13.6,.558,1.0,3.7,.286,6.5,9.9,.658,1.3,1.3,1.000,1.8,6.5,8.4,2.1,0.5,0.3,1.8,2.3,17.5,,117,111,https://www.basketball-reference.com/players/p/princta02.html
2008-09,22,BOS,NBA,SG,4,0,11,0.0,14.3,.000,0.0,4.8,.000,0.0,9.6,.000,0.0,0.0,,0.0,0.0,0.0,9.6,0.0,4.8,9.6,0.0,0.0,,21,109,https://www.basketball-reference.com/players/p/pruitga01.html
2017-18,22,HOU,NBA,C,3,0,6,8.4,8.4,1.000,0.0,0.0,,8.4,8.4,1.000,0.0,0.0,,0.0,8.4,8.4,0.0,0.0,0.0,0.0,0.0,16.7,,200,113,https://www.basketball-reference.com/players/q/qizh01.html
2016-17,22,POR,NBA,SG,2,0,7,6.7,13.4,.500,6.7,13.4,.500,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,6.7,0.0,0.0,0.0,6.7,20.1,,163,124,https://www.basketball-reference.com/players/q/quartti01.html
2008-09,25,MIA,NBA,PG,5,0,24,7.3,16.9,.429,0.0,2.4,.000,7.3,14.5,.500,4.8,4.8,1.000,0.0,2.4,2.4,12.1,4.8,0.0,4.8,2.4,19.4,,103,103,https://www.basketball-reference.com/players/q/quinnch01.html
2012-13,23,DEN,NBA,PF,5,0,30,14.8,18.1,.818,0.0,0.0,,14.8,18.1,.818,13.2,18.1,.727,0.0,9.9,9.9,0.0,3.3,0.0,3.3,6.6,42.8,,140,105,https://www.basketball-reference.com/players/r/randoan01.html
2007-08,24,PHI,NBA,PF,2,0,4,0.0,13.9,.000,0.0,0.0,,0.0,13.9,.000,41.8,55.8,.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,41.8,,130,117,https://www.basketball-reference.com/players/r/randosh01.html
2012-13,29,BOS,NBA,PF,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,55.1,55.1,0.0,0.0,0.0,0.0,18.4,0.0,,,70,https://www.basketball-reference.com/players/r/randosh01.html
2019-20,22,DAL,NBA,SF,2,0,9,5.2,15.7,.333,0.0,5.2,.000,5.2,10.5,.500,10.5,10.5,1.000,0.0,10.5,10.5,5.2,0.0,5.2,5.2,5.2,20.9,,94,117,https://www.basketball-reference.com/players/r/reavejo02.html
2006-07,22,ORL,NBA,PG,1,0,11,5.1,10.2,.500,5.1,5.1,1.000,0.0,5.1,.000,0.0,0.0,,0.0,0.0,0.0,10.2,0.0,0.0,5.1,10.2,15.3,,114,121,https://www.basketball-reference.com/players/r/redicjj01.html
2007-08,23,ORL,NBA,SG,2,0,10,0.0,21.9,.000,0.0,16.5,.000,0.0,5.5,.000,0.0,0.0,,0.0,5.5,5.5,0.0,0.0,0.0,0.0,5.5,0.0,,0,114,https://www.basketball-reference.com/players/r/redicjj01.html
2008-09,24,ORL,NBA,SG,16,8,327,5.1,13.7,.373,3.5,8.6,.404,1.6,5.1,.323,2.1,2.3,.929,0.3,2.8,3.1,5.1,1.3,0.2,1.2,4.3,15.8,,115,109,https://www.basketball-reference.com/players/r/redicjj01.html
2009-10,25,ORL,NBA,SG,14,0,269,6.2,14.6,.423,3.1,7.2,.429,3.1,7.4,.417,6.2,7.2,.857,0.8,4.1,5.0,3.9,2.1,0.0,4.1,4.5,21.7,,109,103,https://www.basketball-reference.com/players/r/redicjj01.html
2010-11,26,ORL,NBA,SG,6,0,120,6.9,19.4,.357,0.5,6.9,.067,6.5,12.5,.519,4.2,5.5,.750,0.0,5.1,5.1,2.8,0.5,0.5,3.2,3.7,18.5,,85,104,https://www.basketball-reference.com/players/r/redicjj01.html
2011-12,27,ORL,NBA,SG,5,0,123,8.6,19.8,.432,1.8,8.6,.211,6.8,11.3,.600,5.4,6.3,.857,0.0,2.3,2.3,7.2,0.5,0.0,2.7,1.8,24.3,,109,113,https://www.basketball-reference.com/players/r/redicjj01.html
2012-13,28,MIL,NBA,SG,4,0,69,8.4,19.2,.440,3.1,9.2,.333,5.4,10.0,.538,2.3,2.3,1.000,0.0,2.3,2.3,3.8,0.8,0.0,4.6,6.9,22.2,,92,116,https://www.basketball-reference.com/players/r/redicjj01.html
2013-14,29,LAC,NBA,SG,13,13,351,8.7,19.0,.459,3.7,9.3,.400,5.0,9.7,.515,3.6,3.7,.962,0.6,2.6,3.1,2.7,1.6,0.0,1.9,3.3,24.7,,117,116,https://www.basketball-reference.com/players/r/redicjj01.html
2014-15,30,LAC,NBA,SG,14,14,540,6.3,14.5,.435,3.2,7.9,.398,3.2,6.6,.479,3.0,3.2,.943,0.0,2.7,2.7,2.2,0.9,0.5,2.3,3.2,18.7,,106,113,https://www.basketball-reference.com/players/r/redicjj01.html
2015-16,31,LAC,NBA,SG,6,6,166,10.5,24.4,.430,3.4,9.6,.355,7.1,14.8,.479,0.6,0.9,.667,0.3,3.4,3.7,1.5,0.3,0.3,1.5,3.4,25.0,,99,112,https://www.basketball-reference.com/players/r/redicjj01.html
2016-17,32,LAC,NBA,SG,7,7,206,4.9,13.0,.380,2.3,6.7,.346,2.6,6.2,.417,4.4,5.2,.850,0.0,3.1,3.1,1.6,0.5,0.0,3.4,4.4,16.6,,93,115,https://www.basketball-reference.com/players/r/redicjj01.html
2017-18,33,PHI,NBA,SG,10,10,342,8.6,19.4,.444,3.7,10.8,.347,4.9,8.6,.567,5.2,6.0,.857,0.4,1.7,2.2,3.7,1.2,0.1,1.6,3.0,26.2,,121,111,https://www.basketball-reference.com/players/r/redicjj01.html
2018-19,34,PHI,NBA,SG,12,12,376,7.0,16.0,.435,4.6,11.2,.414,2.3,4.8,.486,2.2,2.6,.850,0.1,2.1,2.2,2.5,0.1,0.4,2.8,4.1,20.8,,108,114,https://www.basketball-reference.com/players/r/redicjj01.html
2004-05,23,BOS,NBA,SF,6,0,22,5.1,15.2,.333,0.0,5.1,.000,5.1,10.2,.500,7.6,10.2,.750,0.0,2.5,2.5,0.0,0.0,0.0,5.1,5.1,17.8,,76,111,https://www.basketball-reference.com/players/r/reedju01.html
2004-05,22,CHI,NBA,C,3,0,7,0.0,7.1,.000,0.0,0.0,,0.0,7.1,.000,0.0,0.0,,14.2,7.1,21.3,0.0,0.0,0.0,7.1,21.3,0.0,,52,110,https://www.basketball-reference.com/players/r/reineja01.html
2009-10,25,CHI,NBA,PF,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,10.4,20.8,31.2,0.0,0.0,0.0,0.0,0.0,0.0,,208,111,https://www.basketball-reference.com/players/r/richach01.html
2007-08,23,ATL,NBA,SF,3,0,6,9.3,37.3,.250,0.0,0.0,,9.3,37.3,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,18.7,,58,124,https://www.basketball-reference.com/players/r/richaje01.html
2008-09,24,ORL,NBA,SF,1,0,2,0.0,26.9,.000,0.0,0.0,,0.0,26.9,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,,0,114,https://www.basketball-reference.com/players/r/richaje01.html
2015-16,22,MIA,NBA,SG,14,0,387,4.5,12.2,.371,2.3,6.3,.370,2.2,5.9,.372,1.4,1.9,.714,1.4,5.5,6.9,3.0,0.8,1.8,1.7,5.1,12.8,,102,103,https://www.basketball-reference.com/players/r/richajo01.html
2017-18,24,MIA,NBA,SF,5,5,130,5.5,14.7,.375,2.2,7.0,.316,3.3,7.7,.429,2.2,2.6,.857,1.5,4.0,5.5,5.1,4.0,1.8,1.8,6.2,15.4,,103,110,https://www.basketball-reference.com/players/r/richajo01.html
2019-20,26,PHI,NBA,SG,4,4,144,7.0,19.6,.357,3.5,9.8,.357,3.5,9.8,.357,5.9,6.3,.944,1.4,3.8,5.2,4.5,0.7,0.7,2.8,4.2,23.4,,108,121,https://www.basketball-reference.com/players/r/richajo01.html
2004-05,23,SEA,NBA,PG,11,11,378,6.0,15.3,.393,0.6,2.4,.235,5.4,12.9,.422,2.7,2.9,.950,1.4,3.7,5.2,6.7,1.9,1.1,2.6,3.3,15.3,,104,114,https://www.basketball-reference.com/players/r/ridnolu01.html
2009-10,28,MIL,NBA,PG,7,0,121,9.7,20.8,.467,2.3,6.5,.357,7.4,14.3,.516,4.6,5.6,.833,1.9,4.2,6.0,6.0,1.9,0.5,4.6,6.0,26.4,,107,111,https://www.basketball-reference.com/players/r/ridnolu01.html
2013-14,32,CHA,NBA,PG,4,0,36,5.9,19.1,.308,2.9,8.8,.333,2.9,10.3,.286,0.0,0.0,,0.0,5.9,5.9,17.7,0.0,1.5,5.9,1.5,14.7,,88,114,https://www.basketball-reference.com/players/r/ridnolu01.html
2014-15,22,LAC,NBA,PG,14,2,250,9.0,20.4,.438,2.5,6.8,.371,6.4,13.6,.471,2.3,3.7,.632,1.2,3.5,4.7,3.1,1.9,0.8,2.3,5.4,22.8,,100,109,https://www.basketball-reference.com/players/r/riverau01.html
